sample_id,defect,modality,is_clean,failure,present,localized,repair_ok,evidence_element,raw
5aa2630262e54a49db5680970f332b05-2024-05-Etapes___s24__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,C,False,False,False,False,False,,"```json
{
""present"": false,
""evidence_element"": """",
""evidence_region"": ""empty"",
""fix"": """",
""confidence"": 0.95
}
```"
5aa2630262e54a49db5680970f332b05-2024-05-Etapes___s24__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,C,True,False,False,False,False,,"```json
{
""present"": false,
""evidence_element"": """",
""evidence_region"": ""empty"",
""fix"": """",
""confidence"": 0.95
}
```"
59adad4e9b977fc95ddcafed6d843707-UK_ORCID_commun__s3__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,A,False,False,False,False,False,,"```json
{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": ""empty"",
  ""fix"": """",
  ""confidence"": 0.95
}
```"
59adad4e9b977fc95ddcafed6d843707-UK_ORCID_commun__s3__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,A,True,False,False,False,False,,"```json
{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": ""empty"",
  ""fix"": """",
  ""confidence"": 0.95
}
```"
5aa2630262e54a49db5680970f332b05-2024-05-Etapes___s24__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,B,False,False,True,False,True,shp3 (text: 'Les bonnes pratiques de publication et d’ouverture'),"{
""present"": true,
""evidence_element"": ""shp3 (text: 'Les bonnes pratiques de publication et d’ouverture')"",
""evidence_region"": ""bottom-right"",
""fix"": ""Align the x-coordinate of shp3 to match the left edge of shp5 (x=161.39) to create a consistent left-aligned footer."",
""confidence"": 0.95
}"
5aa2630262e54a49db5680970f332b05-2024-05-Etapes___s24__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,B,True,False,True,False,True,shp3 (text: 'Les bonnes pratiques de publication et d’ouverture'),"{
""present"": true,
""evidence_element"": ""shp3 (text: 'Les bonnes pratiques de publication et d’ouverture')"",
""evidence_region"": ""bottom"",
""fix"": ""Align the x-coordinate of shp3 to match the left edge of shp5 (x=161.39) to create a consistent left-aligned footer."",
""confidence"": 0.95
}"
59adad4e9b977fc95ddcafed6d843707-UK_ORCID_commun__s3__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,C,False,False,False,False,False,,"```json
{
""present"": false,
""evidence_element"": """",
""evidence_region"": ""empty"",
""fix"": """",
""confidence"": 0.95
}
```"
59adad4e9b977fc95ddcafed6d843707-UK_ORCID_commun__s3__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,C,True,False,False,False,False,,"```json
{
""present"": false,
""evidence_element"": """",
""evidence_region"": ""empty"",
""fix"": """",
""confidence"": 0.95
}
```"
59adad4e9b977fc95ddcafed6d843707-UK_ORCID_commun__s3__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,B,True,False,True,False,True,shp6 (text: 'We ran a survey through July and August 2020...'),"{
  ""present"": true,
  ""evidence_element"": ""shp6 (text: 'We ran a survey through July and August 2020...')"",
  ""evidence_region"": ""top-right"",
  ""fix"": ""Move the element to align its left edge with the x=37.67 baseline used by the title and other body text elements."",
  ""confidence"": 0.95
}"
59adad4e9b977fc95ddcafed6d843707-UK_ORCID_commun__s3__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,B,False,False,True,False,True,shp6 (text: 'We ran a survey through July and August 2020...'),"{
  ""present"": true,
  ""evidence_element"": ""shp6 (text: 'We ran a survey through July and August 2020...')"",
  ""evidence_region"": ""top-right"",
  ""fix"": ""Align the left edge of shp6 to x=37.67 to match the left alignment of the title (shp2) and body text (shp3, shp4)."",
  ""confidence"": 0.95
}"
59d23b0427a84f92a25b140c8836f70d-Indrya__s2__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,B,False,False,False,False,False,,"{
""present"": false,
""evidence_element"": """",
""evidence_region"": ""empty"",
""fix"": """",
""confidence"": 0.95
}"
59d23b0427a84f92a25b140c8836f70d-Indrya__s2__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,A,False,False,True,False,True,The large blue decorative shape in the top-right corner,"```json
{
  ""present"": true,
  ""evidence_element"": ""The large blue decorative shape in the top-right corner"",
  ""evidence_region"": ""top-right"",
  ""fix"": ""Align the left edge of the blue shape with the left edge of the subtitle text 'Pengajaran, Penelitian, dan Pengabdian' to match the alignment of t"
59d23b0427a84f92a25b140c8836f70d-Indrya__s2__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,A,True,False,True,False,True,"The blue subtitle text 'Pengajaran, Penelitian, dan Pengabdian (serta Penunjang)' is horizontally offset to the right compared to the main title and the list items below it.","```json
{
  ""present"": true,
  ""evidence_element"": ""The blue subtitle text 'Pengajaran, Penelitian, dan Pengabdian (serta Penunjang)' is horizontally offset to the right compared to the main title and the list items below it."",
  ""evidence_region"": ""top"",
  ""fix"": ""Align the subtitle text to the lef"
59d23b0427a84f92a25b140c8836f70d-Indrya__s2__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,C,False,False,False,False,False,,"```json
{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": ""empty"",
  ""fix"": """",
  ""confidence"": 0.95
}
```"
59d23b0427a84f92a25b140c8836f70d-Indrya__s2__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,C,True,False,False,False,False,,"```json
{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": ""empty"",
  ""fix"": """",
  ""confidence"": 0.95
}
```"
59d23b0427a84f92a25b140c8836f70d-Indrya__s2__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,B,True,False,True,False,True,shp10 (body text box with empty text),"{
  ""present"": true,
  ""evidence_element"": ""shp10 (body text box with empty text)"",
  ""evidence_region"": ""right"",
  ""fix"": ""Remove the empty text box (shp10) or align its left edge to x=82.1 to match the other body elements."",
  ""confidence"": 0.95
}"
82fc6f07bed52bb8c371cc82eca7cb67-Marnix_van_Looc__s13__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,A,False,False,False,False,False,,"```json
{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": ""empty"",
  ""fix"": """",
  ""confidence"": 0.95
}
```"
82fc6f07bed52bb8c371cc82eca7cb67-Marnix_van_Looc__s13__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,B,False,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": ""empty"", ""fix"": """", ""confidence"": 0.95}"
82fc6f07bed52bb8c371cc82eca7cb67-Marnix_van_Looc__s13__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,B,True,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": ""empty"", ""fix"": """", ""confidence"": 0.95}"
82fc6f07bed52bb8c371cc82eca7cb67-Marnix_van_Looc__s13__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,A,True,False,False,False,False,,"```json
{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": ""empty"",
  ""fix"": """",
  ""confidence"": 0.95
}
```"
82fc6f07bed52bb8c371cc82eca7cb67-Marnix_van_Looc__s13__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,C,False,False,False,False,False,,"```json
{
""present"": false,
""evidence_element"": """",
""evidence_region"": ""empty"",
""fix"": """",
""confidence"": 0.95
}
```"
82fc6f07bed52bb8c371cc82eca7cb67-Marnix_van_Looc__s13__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,C,True,False,False,False,False,,"```json
{
""present"": false,
""evidence_element"": """",
""evidence_region"": ""empty"",
""fix"": """",
""confidence"": 0.95
}
```"
f84df5643d99a205e6b6508baea351a5-GONNET_Research__s14__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,B,False,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": ""empty"", ""fix"": """", ""confidence"": 0.95}"
f84df5643d99a205e6b6508baea351a5-GONNET_Research__s14__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,B,True,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": ""empty"", ""fix"": """", ""confidence"": 0.95}"
f84df5643d99a205e6b6508baea351a5-GONNET_Research__s14__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,C,False,False,False,False,False,,"```json
{
""present"": false,
""evidence_element"": """",
""evidence_region"": ""empty"",
""fix"": """",
""confidence"": 0.95
}
```"
f84df5643d99a205e6b6508baea351a5-GONNET_Research__s14__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,C,True,False,False,False,False,,"```json
{
""present"": false,
""evidence_element"": """",
""evidence_region"": ""empty"",
""fix"": """",
""confidence"": 0.95
}
```"
f84df5643d99a205e6b6508baea351a5-GONNET_Research__s14__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,A,True,False,True,False,True,"The 'OpenEdition' logo and the '1' page number at the bottom left are not vertically aligned with the left edge of the text blocks above them (e.g., 'Support by universities...').","```json
{
  ""present"": true,
  ""evidence_element"": ""The 'OpenEdition' logo and the '1' page number at the bottom left are not vertically aligned with the left edge of the text blocks above them (e.g., 'Support by universities...')."",
  ""evidence_region"": ""bottom-left"",
  ""fix"": ""Align the 'OpenEditi"
f84df5643d99a205e6b6508baea351a5-GONNET_Research__s14__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,A,False,False,True,False,True,"The text 'Free publication' and the adjacent stick figure icon are horizontally misaligned with the text block 'Support by universities, foundations, etc.' above it. The text 'Free publication' is shifted significantly to the right compared to the start of the text block above it.","```json
{
  ""present"": true,
  ""evidence_element"": ""The text 'Free publication' and the adjacent stick figure icon are horizontally misaligned with the text block 'Support by universities, foundations, etc.' above it. The text 'Free publication' is shifted significantly to the right compared to the "
59d23b0427a84f92a25b140c8836f70d-Indrya__s0__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,A,True,False,True,False,True,"The main title text block (specifically the last line 'ASOSIASI JURN...') is misaligned with the left edge of the slide, whereas the subtitle and metadata text below it are aligned to a consistent left margin.","```json
{
  ""present"": true,
  ""evidence_element"": ""The main title text block (specifically the last line 'ASOSIASI JURN...') is misaligned with the left edge of the slide, whereas the subtitle and metadata text below it are aligned to a consistent left margin."",
  ""evidence_region"": ""left"",
  ""fix"""
59d23b0427a84f92a25b140c8836f70d-Indrya__s0__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,A,False,False,True,False,True,"The main title text block (specifically the last line 'ASOSIASI JURN...') is misaligned with the left edge of the slide, whereas the subtitle and metadata text blocks below it are aligned to a consistent left margin.","```json
{
  ""present"": true,
  ""evidence_element"": ""The main title text block (specifically the last line 'ASOSIASI JURN...') is misaligned with the left edge of the slide, whereas the subtitle and metadata text blocks below it are aligned to a consistent left margin."",
  ""evidence_region"": ""left"",
"
59d23b0427a84f92a25b140c8836f70d-Indrya__s0__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,C,False,False,False,False,False,,"```json
{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": ""empty"",
  ""fix"": """",
  ""confidence"": 0.95
}
```"
59d23b0427a84f92a25b140c8836f70d-Indrya__s0__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,B,False,False,True,False,True,shp2 (title 'RISET KOLABORASI & TANTANGAN ASOSIASI JURNAL'),"{""present"": true, ""evidence_element"": ""shp2 (title 'RISET KOLABORASI & TANTANGAN ASOSIASI JURNAL')"", ""evidence_region"": ""left"", ""fix"": ""Adjust the x-coordinate of shp2 to align with the left edge of shp3 (x=0) instead of x=-0.34, or ensure consistent left alignment across all text elements."", ""confi"
59d23b0427a84f92a25b140c8836f70d-Indrya__s0__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,C,True,False,False,False,False,,"```json
{
""present"": false,
""evidence_element"": """",
""evidence_region"": ""empty"",
""fix"": """",
""confidence"": 0.95
}
```"
59d23b0427a84f92a25b140c8836f70d-Indrya__s0__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,B,True,False,True,False,True,shp2 (title 'RISET KOLABORASI & TANTANGAN ASOSIASI JURNAL'),"{""present"": true, ""evidence_element"": ""shp2 (title 'RISET KOLABORASI & TANTANGAN ASOSIASI JURNAL')"", ""evidence_region"": ""left"", ""fix"": ""Adjust the x-coordinate of shp2 to align with the left edge of shp3 and shp6 (approximately x=2.77 or x=0) instead of x=-0.34."", ""confidence"": 0.95}"
82fc6f07bed52bb8c371cc82eca7cb67-Marnix_van_Looc__s17__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,B,True,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": ""empty"", ""fix"": """", ""confidence"": 0.95}"
82fc6f07bed52bb8c371cc82eca7cb67-Marnix_van_Looc__s17__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,A,False,False,False,False,False,,"```json
{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": ""empty"",
  ""fix"": """",
  ""confidence"": 1.0
}
```"
82fc6f07bed52bb8c371cc82eca7cb67-Marnix_van_Looc__s17__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,A,True,False,False,False,False,,"```json
{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": ""empty"",
  ""fix"": """",
  ""confidence"": 1.0
}
```"
82fc6f07bed52bb8c371cc82eca7cb67-Marnix_van_Looc__s17__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,B,False,False,False,False,False,,"{
""present"": false,
""evidence_element"": """",
""evidence_region"": ""empty"",
""fix"": """",
""confidence"": 0.95
}"
82fc6f07bed52bb8c371cc82eca7cb67-Marnix_van_Looc__s17__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,C,False,False,False,False,False,,"```json
{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": ""empty"",
  ""fix"": """",
  ""confidence"": 0.95
}
```"
82fc6f07bed52bb8c371cc82eca7cb67-Marnix_van_Looc__s17__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,C,True,False,False,False,False,,"```json
{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": ""empty"",
  ""fix"": """",
  ""confidence"": 0.95
}
```"
5aa2630262e54a49db5680970f332b05-2024-05-Etapes___s11__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,A,True,False,False,False,False,,"```json
{
""present"": false,
""evidence_element"": """",
""evidence_region"": ""empty"",
""fix"": """",
""confidence"": 1.0
}
```"
5aa2630262e54a49db5680970f332b05-2024-05-Etapes___s11__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,A,False,False,False,False,False,,"```json
{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": ""empty"",
  ""fix"": """",
  ""confidence"": 1.0
}
```"
5aa2630262e54a49db5680970f332b05-2024-05-Etapes___s11__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,C,True,False,False,False,False,,"```json
{
""present"": false,
""evidence_element"": """",
""evidence_region"": ""empty"",
""fix"": """",
""confidence"": 0.95
}
```"
5aa2630262e54a49db5680970f332b05-2024-05-Etapes___s11__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,C,False,False,False,False,False,,"{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": ""empty"",
  ""fix"": """",
  ""confidence"": 0.95
}"
5aa2630262e54a49db5680970f332b05-2024-05-Etapes___s11__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,B,True,False,True,False,True,shp5,"{""present"": true, ""evidence_element"": ""shp5"", ""evidence_region"": ""bottom-right"", ""fix"": ""Align the 'Liens utiles' text block (shp5) to the left margin (x=161.11) to match the alignment of the title (shp2) and body text (shp3)."", ""confidence"": 0.95}"
5aa2630262e54a49db5680970f332b05-2024-05-Etapes___s11__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,B,False,False,True,False,True,shp5 (Liens utiles text box),"{
  ""present"": true,
  ""evidence_element"": ""shp5 (Liens utiles text box)"",
  ""evidence_region"": ""bottom-right"",
  ""fix"": ""Align the left edge of shp5 with the left edge of shp3 (x=179.11) to match the main body column."",
  ""confidence"": 0.95
}"
fa4cffb65fe50e0f7177efdcb72b7ffb-2022-11-16_USR___s9__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,B,False,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": ""empty"", ""fix"": """", ""confidence"": 0.95}"
fa4cffb65fe50e0f7177efdcb72b7ffb-2022-11-16_USR___s9__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,B,True,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": ""empty"", ""fix"": """", ""confidence"": 0.95}"
fa4cffb65fe50e0f7177efdcb72b7ffb-2022-11-16_USR___s9__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,C,False,False,False,False,False,,"```json
{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": ""empty"",
  ""fix"": """",
  ""confidence"": 0.95
}
```"
5aed46f009ac84854c5c1cebd08f867d-DASH_Presentati__s6__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,A,False,False,False,False,False,,"```json
{
""present"": false,
""evidence_element"": """",
""evidence_region"": ""empty"",
""fix"": """",
""confidence"": 0.95
}
```"
fa4cffb65fe50e0f7177efdcb72b7ffb-2022-11-16_USR___s9__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,C,True,False,False,False,False,,"```json
{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": ""empty"",
  ""fix"": """",
  ""confidence"": 0.95
}
```"
5aed46f009ac84854c5c1cebd08f867d-DASH_Presentati__s6__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,A,True,False,False,False,False,,"```json
{
""present"": false,
""evidence_element"": """",
""evidence_region"": ""empty"",
""fix"": """",
""confidence"": 1.0
}
```"
5aed46f009ac84854c5c1cebd08f867d-DASH_Presentati__s6__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,B,False,False,False,False,False,,"{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": ""empty"",
  ""fix"": """",
  ""confidence"": 0.95
}"
5aed46f009ac84854c5c1cebd08f867d-DASH_Presentati__s6__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,B,True,False,False,False,False,,"{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": ""empty"",
  ""fix"": """",
  ""confidence"": 0.95
}"
5aed46f009ac84854c5c1cebd08f867d-DASH_Presentati__s6__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,C,False,False,False,False,False,,"```json
{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": ""empty"",
  ""fix"": """",
  ""confidence"": 0.95
}
```"
fa4cffb65fe50e0f7177efdcb72b7ffb-2022-11-16_USR___s9__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,A,False,False,True,False,True,"The '30.000 Staff' dark green box is vertically misaligned with the '260.000 Students' box above it and the '673.922 Alumni' box below it, creating a jagged left edge in the statistics column.","```json
{
  ""present"": true,
  ""evidence_element"": ""The '30.000 Staff' dark green box is vertically misaligned with the '260.000 Students' box above it and the '673.922 Alumni' box below it, creating a jagged left edge in the statistics column."",
  ""evidence_region"": ""right"",
  ""fix"": ""Align the lef"
5aed46f009ac84854c5c1cebd08f867d-DASH_Presentati__s6__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,C,True,False,False,False,False,,"```json
{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": ""empty"",
  ""fix"": """",
  ""confidence"": 0.95
}
```"
fa4cffb65fe50e0f7177efdcb72b7ffb-2022-11-16_USR___s9__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,A,True,False,True,False,True,"The '30.000 Staff' dark green box is vertically misaligned with the '260.000 Students' box above it and the '673.922 Alumni' box below it, creating a jagged left edge in the statistics column.","```json
{
  ""present"": true,
  ""evidence_element"": ""The '30.000 Staff' dark green box is vertically misaligned with the '260.000 Students' box above it and the '673.922 Alumni' box below it, creating a jagged left edge in the statistics column."",
  ""evidence_region"": ""right"",
  ""fix"": ""Align the lef"
5aa2630262e54a49db5680970f332b05-2024-05-Etapes___s6__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,B,True,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": ""empty"", ""fix"": """", ""confidence"": 0.95}"
5aa2630262e54a49db5680970f332b05-2024-05-Etapes___s6__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,C,False,False,False,False,False,,"{
""present"": false,
""evidence_element"": """",
""evidence_region"": ""empty"",
""fix"": """",
""confidence"": 0.95
}"
5aa2630262e54a49db5680970f332b05-2024-05-Etapes___s6__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,C,True,False,False,False,False,,"```json
{
""present"": false,
""evidence_element"": """",
""evidence_region"": ""empty"",
""fix"": """",
""confidence"": 0.95
}
```"
5aa2630262e54a49db5680970f332b05-2024-05-Etapes___s6__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,B,False,False,True,False,True,shp4 (footer text),"{
  ""present"": true,
  ""evidence_element"": ""shp4 (footer text)"",
  ""evidence_region"": ""left"",
  ""fix"": ""Align the left edge of shp4 (x=161.39) with the left edge of the title shp2 (x=161.11) to ensure consistent left alignment."",
  ""confidence"": 0.95
}"
5aa2630262e54a49db5680970f332b05-2024-05-Etapes___s6__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,A,True,False,True,False,True,"The title text 'Qui détient le droit d' auteur ?' has a visible horizontal gap between 'd'' and 'auteur', breaking the alignment of the title line.","```json
{
  ""present"": true,
  ""evidence_element"": ""The title text 'Qui détient le droit d' auteur ?' has a visible horizontal gap between 'd'' and 'auteur', breaking the alignment of the title line."",
  ""evidence_region"": ""top"",
  ""fix"": ""Remove the extra space between 'd'' and 'auteur' to align th"
