defect,modality,mode,probe_id,partner_id,pick_order0,pick_order1
G7_RENDER_CONTAINMENT_OVERFLOW,A,clean,g7_unbreakable_text_026__CLEAN,g7_unbreakable_text_027__CLEAN,tie,tie
G7_RENDER_CONTAINMENT_OVERFLOW,A,clean,g7_unbreakable_text_027__CLEAN,g7_unbreakable_text_028__CLEAN,tie,tie
G7_RENDER_CONTAINMENT_OVERFLOW,A,clean,g7_unbreakable_text_028__CLEAN,g7_unbreakable_text_029__CLEAN,tie,tie
G7_RENDER_CONTAINMENT_OVERFLOW,A,clean,g7_unbreakable_text_029__CLEAN,g7_image_objectfit_000__CLEAN,tie,a
G7_RENDER_CONTAINMENT_OVERFLOW,A,clean,g7_image_objectfit_001__CLEAN,g7_image_objectfit_002__CLEAN,tie,tie
G7_RENDER_CONTAINMENT_OVERFLOW,A,clean,g7_image_objectfit_000__CLEAN,g7_image_objectfit_001__CLEAN,tie,tie
G7_RENDER_CONTAINMENT_OVERFLOW,A,clean,g7_image_objectfit_002__CLEAN,g7_image_objectfit_003__CLEAN,tie,tie
G7_RENDER_CONTAINMENT_OVERFLOW,A,clean,g7_image_objectfit_004__CLEAN,g7_image_objectfit_005__CLEAN,tie,tie
G7_RENDER_CONTAINMENT_OVERFLOW,A,clean,g7_image_objectfit_003__CLEAN,g7_image_objectfit_004__CLEAN,tie,tie
G7_RENDER_CONTAINMENT_OVERFLOW,A,clean,g7_image_objectfit_005__CLEAN,g7_image_objectfit_006__CLEAN,tie,tie
G7_RENDER_CONTAINMENT_OVERFLOW,A,clean,g7_image_objectfit_006__CLEAN,g7_image_objectfit_007__CLEAN,tie,tie
G7_RENDER_CONTAINMENT_OVERFLOW,A,clean,g7_image_objectfit_007__CLEAN,g7_image_objectfit_008__CLEAN,tie,tie
G7_RENDER_CONTAINMENT_OVERFLOW,A,clean,g7_image_objectfit_008__CLEAN,g7_image_objectfit_009__CLEAN,tie,tie
G7_RENDER_CONTAINMENT_OVERFLOW,A,clean,g7_image_objectfit_009__CLEAN,g7_image_objectfit_010__CLEAN,tie,tie
G7_RENDER_CONTAINMENT_OVERFLOW,A,clean,g7_image_objectfit_011__CLEAN,g7_image_objectfit_012__CLEAN,tie,tie
G7_RENDER_CONTAINMENT_OVERFLOW,A,clean,g7_image_objectfit_010__CLEAN,g7_image_objectfit_011__CLEAN,tie,tie
G7_RENDER_CONTAINMENT_OVERFLOW,A,clean,g7_image_objectfit_012__CLEAN,g7_image_objectfit_013__CLEAN,tie,tie
G7_RENDER_CONTAINMENT_OVERFLOW,A,clean,g7_image_objectfit_013__CLEAN,g7_image_objectfit_014__CLEAN,tie,tie
G7_RENDER_CONTAINMENT_OVERFLOW,A,clean,g7_image_objectfit_014__CLEAN,g7_image_objectfit_015__CLEAN,tie,tie
G7_RENDER_CONTAINMENT_OVERFLOW,A,clean,g7_image_objectfit_015__CLEAN,g7_image_objectfit_016__CLEAN,tie,tie
G7_RENDER_CONTAINMENT_OVERFLOW,A,clean,g7_image_objectfit_016__CLEAN,g7_image_objectfit_017__CLEAN,tie,tie
G7_RENDER_CONTAINMENT_OVERFLOW,A,clean,g7_image_objectfit_017__CLEAN,g7_image_objectfit_018__CLEAN,tie,tie
G7_RENDER_CONTAINMENT_OVERFLOW,A,clean,g7_image_objectfit_018__CLEAN,g7_image_objectfit_019__CLEAN,tie,tie
G7_RENDER_CONTAINMENT_OVERFLOW,A,clean,g7_image_objectfit_019__CLEAN,g7_image_objectfit_020__CLEAN,tie,tie
G7_RENDER_CONTAINMENT_OVERFLOW,A,clean,g7_image_objectfit_020__CLEAN,g7_image_objectfit_021__CLEAN,tie,tie
G7_RENDER_CONTAINMENT_OVERFLOW,A,clean,g7_image_objectfit_021__CLEAN,g7_image_objectfit_022__CLEAN,tie,tie
G7_RENDER_CONTAINMENT_OVERFLOW,A,clean,g7_image_objectfit_022__CLEAN,g7_image_objectfit_023__CLEAN,tie,tie
G7_RENDER_CONTAINMENT_OVERFLOW,A,clean,g7_image_objectfit_023__CLEAN,g7_image_objectfit_024__CLEAN,tie,tie
G7_RENDER_CONTAINMENT_OVERFLOW,A,clean,g7_image_objectfit_024__CLEAN,g7_image_objectfit_025__CLEAN,tie,tie
G7_RENDER_CONTAINMENT_OVERFLOW,A,clean,g7_image_objectfit_025__CLEAN,g7_image_objectfit_026__CLEAN,tie,tie
G7_RENDER_CONTAINMENT_OVERFLOW,A,clean,g7_image_objectfit_026__CLEAN,g7_image_objectfit_027__CLEAN,tie,tie
G7_RENDER_CONTAINMENT_OVERFLOW,A,clean,g7_image_objectfit_027__CLEAN,g7_image_objectfit_028__CLEAN,tie,tie
G7_RENDER_CONTAINMENT_OVERFLOW,A,clean,g7_image_objectfit_028__CLEAN,g7_image_objectfit_029__CLEAN,tie,tie
G7_RENDER_CONTAINMENT_OVERFLOW,A,clean,g7_image_objectfit_029__CLEAN,g7_card_height_000__CLEAN,a,tie
