defect,modality,mode,probe_id,partner_id,pick_order0,pick_order1
G1_TEXT_OVERFLOW,A,clean,part2_network_observability_3_G1_TEXT_OVERFLOW_4_0052__freeform__CLEAN,part2_network_observability_4_G1_TEXT_OVERFLOW_32_0053__freeform__CLEAN,tie,tie
G1_TEXT_OVERFLOW,A,clean,part2_network_observability_2_G1_TEXT_OVERFLOW_4_0051__freeform__CLEAN,part2_network_observability_3_G1_TEXT_OVERFLOW_32_0052__freeform__CLEAN,tie,tie
G1_TEXT_OVERFLOW,A,clean,part2_network_observability_4_G1_TEXT_OVERFLOW_4_0053__freeform__CLEAN,part2_network_observability_5_G1_TEXT_OVERFLOW_32_0054__freeform__CLEAN,tie,tie
G1_TEXT_OVERFLOW,A,clean,part2_network_observability_5_G1_TEXT_OVERFLOW_32_0054__freeform__CLEAN,part2_network_observability_5_G1_TEXT_OVERFLOW_4_0054__freeform__CLEAN,tie,tie
G1_TEXT_OVERFLOW,A,clean,part2_network_observability_5_G1_TEXT_OVERFLOW_4_0054__freeform__CLEAN,part2_ops_efficiency_1_G1_TEXT_OVERFLOW_32_0055__freeform__CLEAN,tie,tie
G1_TEXT_OVERFLOW,A,clean,part2_ops_efficiency_1_G1_TEXT_OVERFLOW_32_0055__freeform__CLEAN,part2_ops_efficiency_1_G1_TEXT_OVERFLOW_4_0055__freeform__CLEAN,tie,tie
G1_TEXT_OVERFLOW,A,clean,part2_ops_efficiency_3_G1_TEXT_OVERFLOW_32_0057__freeform__CLEAN,part2_ops_efficiency_3_G1_TEXT_OVERFLOW_4_0057__freeform__CLEAN,tie,tie
G1_TEXT_OVERFLOW,A,clean,part2_ops_efficiency_1_G1_TEXT_OVERFLOW_4_0055__freeform__CLEAN,part2_ops_efficiency_2_G1_TEXT_OVERFLOW_32_0056__freeform__CLEAN,tie,tie
G1_TEXT_OVERFLOW,A,clean,part2_ops_efficiency_2_G1_TEXT_OVERFLOW_32_0056__freeform__CLEAN,part2_ops_efficiency_2_G1_TEXT_OVERFLOW_4_0056__freeform__CLEAN,tie,tie
G1_TEXT_OVERFLOW,A,clean,part2_ops_efficiency_3_G1_TEXT_OVERFLOW_4_0057__freeform__CLEAN,part2_ops_efficiency_4_G1_TEXT_OVERFLOW_32_0058__freeform__CLEAN,tie,tie
G1_TEXT_OVERFLOW,A,clean,part2_ops_efficiency_2_G1_TEXT_OVERFLOW_4_0056__freeform__CLEAN,part2_ops_efficiency_3_G1_TEXT_OVERFLOW_32_0057__freeform__CLEAN,tie,tie
G1_TEXT_OVERFLOW,A,clean,part2_ops_efficiency_4_G1_TEXT_OVERFLOW_32_0058__freeform__CLEAN,part2_ops_efficiency_4_G1_TEXT_OVERFLOW_4_0058__freeform__CLEAN,tie,tie
G1_TEXT_OVERFLOW,A,clean,part2_ops_efficiency_4_G1_TEXT_OVERFLOW_4_0058__freeform__CLEAN,part2_ops_efficiency_5_G1_TEXT_OVERFLOW_32_0059__freeform__CLEAN,tie,tie
G1_TEXT_OVERFLOW,A,clean,part2_ops_efficiency_5_G1_TEXT_OVERFLOW_4_0059__freeform__CLEAN,part2_retail_analytics_3_G1_TEXT_OVERFLOW_64_0042__freeform__CLEAN,tie,tie
G1_TEXT_OVERFLOW,A,clean,part2_ops_efficiency_5_G1_TEXT_OVERFLOW_32_0059__freeform__CLEAN,part2_ops_efficiency_5_G1_TEXT_OVERFLOW_4_0059__freeform__CLEAN,tie,tie
G1_TEXT_OVERFLOW,A,clean,part2_retail_analytics_3_G1_TEXT_OVERFLOW_64_0042__freeform__CLEAN,part2_retail_analytics_4_G1_TEXT_OVERFLOW_64_0043__freeform__CLEAN,tie,tie
G1_TEXT_OVERFLOW,A,clean,part2_retail_analytics_5_G1_TEXT_OVERFLOW_64_0044__freeform__CLEAN,part2_security_program_1_G1_TEXT_OVERFLOW_64_0045__freeform__CLEAN,tie,tie
G1_TEXT_OVERFLOW,A,clean,part2_retail_analytics_4_G1_TEXT_OVERFLOW_64_0043__freeform__CLEAN,part2_retail_analytics_5_G1_TEXT_OVERFLOW_64_0044__freeform__CLEAN,tie,tie
G1_TEXT_OVERFLOW,A,clean,part2_security_program_3_G1_TEXT_OVERFLOW_64_0047__freeform__CLEAN,part2_security_program_4_G1_TEXT_OVERFLOW_64_0048__freeform__CLEAN,tie,tie
G1_TEXT_OVERFLOW,A,clean,part2_security_program_1_G1_TEXT_OVERFLOW_64_0045__freeform__CLEAN,part2_security_program_2_G1_TEXT_OVERFLOW_64_0046__freeform__CLEAN,tie,tie
G1_TEXT_OVERFLOW,A,clean,part2_security_program_2_G1_TEXT_OVERFLOW_64_0046__freeform__CLEAN,part2_security_program_3_G1_TEXT_OVERFLOW_64_0047__freeform__CLEAN,tie,tie
G1_TEXT_OVERFLOW,A,clean,part2_security_program_4_G1_TEXT_OVERFLOW_64_0048__freeform__CLEAN,part2_security_program_5_G1_TEXT_OVERFLOW_64_0049__freeform__CLEAN,tie,tie
G1_TEXT_OVERFLOW,A,clean,part2_security_program_5_G1_TEXT_OVERFLOW_64_0049__freeform__CLEAN,part2_supply_chain_1_G1_TEXT_OVERFLOW_64_0050__freeform__CLEAN,tie,tie
G1_TEXT_OVERFLOW,A,clean,part2_supply_chain_2_G1_TEXT_OVERFLOW_64_0051__freeform__CLEAN,part2_supply_chain_3_G1_TEXT_OVERFLOW_64_0052__freeform__CLEAN,tie,tie
G1_TEXT_OVERFLOW,A,clean,part2_supply_chain_1_G1_TEXT_OVERFLOW_64_0050__freeform__CLEAN,part2_supply_chain_2_G1_TEXT_OVERFLOW_64_0051__freeform__CLEAN,tie,tie
G1_TEXT_OVERFLOW,A,clean,part2_supply_chain_3_G1_TEXT_OVERFLOW_64_0052__freeform__CLEAN,part2_supply_chain_4_G1_TEXT_OVERFLOW_64_0053__freeform__CLEAN,tie,tie
G1_TEXT_OVERFLOW,A,clean,part2_supply_chain_4_G1_TEXT_OVERFLOW_64_0053__freeform__CLEAN,part2_supply_chain_5_G1_TEXT_OVERFLOW_64_0054__freeform__CLEAN,tie,tie
G1_TEXT_OVERFLOW,A,clean,part2_supply_chain_5_G1_TEXT_OVERFLOW_64_0054__freeform__CLEAN,part2_warehouse_robotics_1_G1_TEXT_OVERFLOW_64_0055__freeform__CLEAN,tie,tie
G1_TEXT_OVERFLOW,A,clean,part2_warehouse_robotics_2_G1_TEXT_OVERFLOW_64_0056__freeform__CLEAN,part2_warehouse_robotics_3_G1_TEXT_OVERFLOW_64_0057__freeform__CLEAN,tie,tie
G1_TEXT_OVERFLOW,A,clean,part2_warehouse_robotics_1_G1_TEXT_OVERFLOW_64_0055__freeform__CLEAN,part2_warehouse_robotics_2_G1_TEXT_OVERFLOW_64_0056__freeform__CLEAN,tie,tie
G1_TEXT_OVERFLOW,A,clean,part2_warehouse_robotics_3_G1_TEXT_OVERFLOW_64_0057__freeform__CLEAN,part2_warehouse_robotics_4_G1_TEXT_OVERFLOW_64_0058__freeform__CLEAN,tie,tie
G1_TEXT_OVERFLOW,A,clean,part2_warehouse_robotics_4_G1_TEXT_OVERFLOW_64_0058__freeform__CLEAN,part2_warehouse_robotics_5_G1_TEXT_OVERFLOW_64_0059__freeform__CLEAN,tie,tie
G1_TEXT_OVERFLOW,A,clean,part2_warehouse_robotics_5_G1_TEXT_OVERFLOW_64_0059__freeform__CLEAN,part2_logistics_visibility_3_G1_TEXT_OVERFLOW_32_0042__freeform__CLEAN,tie,tie
S6_IMAGE_TEXT_CONTRADICTION,A,clean,part2_field_service_4_S6_IMAGE_TEXT_CONTRADICTION_1_0043__freeform__CLEAN,part2_field_service_5_S6_IMAGE_TEXT_CONTRADICTION_1_0044__freeform__CLEAN,tie,tie
S6_IMAGE_TEXT_CONTRADICTION,A,clean,part2_field_service_3_S6_IMAGE_TEXT_CONTRADICTION_1_0042__freeform__CLEAN,part2_field_service_4_S6_IMAGE_TEXT_CONTRADICTION_1_0043__freeform__CLEAN,tie,tie
S6_IMAGE_TEXT_CONTRADICTION,A,clean,part2_field_service_5_S6_IMAGE_TEXT_CONTRADICTION_1_0044__freeform__CLEAN,part2_fraud_detection_1_S6_IMAGE_TEXT_CONTRADICTION_1_0045__freeform__CLEAN,tie,tie
S6_IMAGE_TEXT_CONTRADICTION,A,clean,part2_fraud_detection_1_S6_IMAGE_TEXT_CONTRADICTION_1_0045__freeform__CLEAN,part2_fraud_detection_2_S6_IMAGE_TEXT_CONTRADICTION_1_0046__freeform__CLEAN,tie,tie
S6_IMAGE_TEXT_CONTRADICTION,A,clean,part2_fraud_detection_2_S6_IMAGE_TEXT_CONTRADICTION_1_0046__freeform__CLEAN,part2_fraud_detection_3_S6_IMAGE_TEXT_CONTRADICTION_1_0047__freeform__CLEAN,tie,tie
S6_IMAGE_TEXT_CONTRADICTION,A,clean,part2_fraud_detection_3_S6_IMAGE_TEXT_CONTRADICTION_1_0047__freeform__CLEAN,part2_fraud_detection_4_S6_IMAGE_TEXT_CONTRADICTION_1_0048__freeform__CLEAN,tie,tie
S6_IMAGE_TEXT_CONTRADICTION,A,clean,part2_fraud_detection_4_S6_IMAGE_TEXT_CONTRADICTION_1_0048__freeform__CLEAN,part2_fraud_detection_5_S6_IMAGE_TEXT_CONTRADICTION_1_0049__freeform__CLEAN,tie,tie
S6_IMAGE_TEXT_CONTRADICTION,A,clean,part2_fraud_detection_5_S6_IMAGE_TEXT_CONTRADICTION_1_0049__freeform__CLEAN,part2_hr_analytics_1_S6_IMAGE_TEXT_CONTRADICTION_1_0050__freeform__CLEAN,tie,tie
S6_IMAGE_TEXT_CONTRADICTION,A,clean,part2_hr_analytics_1_S6_IMAGE_TEXT_CONTRADICTION_1_0050__freeform__CLEAN,part2_hr_analytics_2_S6_IMAGE_TEXT_CONTRADICTION_1_0051__freeform__CLEAN,tie,tie
S6_IMAGE_TEXT_CONTRADICTION,A,clean,part2_hr_analytics_3_S6_IMAGE_TEXT_CONTRADICTION_1_0052__freeform__CLEAN,part2_hr_analytics_4_S6_IMAGE_TEXT_CONTRADICTION_1_0053__freeform__CLEAN,tie,tie
S6_IMAGE_TEXT_CONTRADICTION,A,clean,part2_hr_analytics_2_S6_IMAGE_TEXT_CONTRADICTION_1_0051__freeform__CLEAN,part2_hr_analytics_3_S6_IMAGE_TEXT_CONTRADICTION_1_0052__freeform__CLEAN,tie,tie
S6_IMAGE_TEXT_CONTRADICTION,A,clean,part2_hr_analytics_4_S6_IMAGE_TEXT_CONTRADICTION_1_0053__freeform__CLEAN,part2_hr_analytics_5_S6_IMAGE_TEXT_CONTRADICTION_1_0054__freeform__CLEAN,tie,tie
S6_IMAGE_TEXT_CONTRADICTION,A,clean,part2_hr_analytics_5_S6_IMAGE_TEXT_CONTRADICTION_1_0054__freeform__CLEAN,part2_inventory_optimization_1_S6_IMAGE_TEXT_CONTRADICTION_1_0055__freeform__CLEAN,tie,tie
S6_IMAGE_TEXT_CONTRADICTION,A,clean,part2_inventory_optimization_1_S6_IMAGE_TEXT_CONTRADICTION_1_0055__freeform__CLEAN,part2_inventory_optimization_2_S6_IMAGE_TEXT_CONTRADICTION_1_0056__freeform__CLEAN,tie,tie
S6_IMAGE_TEXT_CONTRADICTION,A,clean,part2_inventory_optimization_2_S6_IMAGE_TEXT_CONTRADICTION_1_0056__freeform__CLEAN,part2_inventory_optimization_3_S6_IMAGE_TEXT_CONTRADICTION_1_0057__freeform__CLEAN,tie,tie
S6_IMAGE_TEXT_CONTRADICTION,A,clean,part2_inventory_optimization_3_S6_IMAGE_TEXT_CONTRADICTION_1_0057__freeform__CLEAN,part2_inventory_optimization_4_S6_IMAGE_TEXT_CONTRADICTION_1_0058__freeform__CLEAN,tie,tie
S6_IMAGE_TEXT_CONTRADICTION,A,clean,part2_inventory_optimization_4_S6_IMAGE_TEXT_CONTRADICTION_1_0058__freeform__CLEAN,part2_inventory_optimization_5_S6_IMAGE_TEXT_CONTRADICTION_1_0059__freeform__CLEAN,tie,tie
S6_IMAGE_TEXT_CONTRADICTION,A,clean,part2_inventory_optimization_5_S6_IMAGE_TEXT_CONTRADICTION_1_0059__freeform__CLEAN,part2_field_service_3_S6_IMAGE_TEXT_CONTRADICTION_1_0042__freeform__CLEAN,tie,tie
