sample_id,defect,modality,is_clean,failure,has_defect,named_target,predicted_types,locator,confidence,other,raw,stage2_raw,level
g7_card_height_010,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,False,"[""G3_ALIGNMENT_OFFSET"",""G5_BRAND_COLOR_VIOLATION"",""S4_DENSITY_RULE_VIOLATION""]",,,[],"Here are the specific issues with this slide:

1.  **Redundant Title:** The slide has a main title ""Solution Overview"" at the top left, and then repeats the exact same text as a header inside the beige box immediately below it. This is redundant and wastes space.
2.  **Broken List Structure:** The bulleted list is split into two separate groups. The first five items are inside the beige box, while","{
  ""defects"": [
    {
      ""type"": ""S4_DENSITY_RULE_VIOLATION"",
      ""locator"": ""Redundant title wastes space""
    },
    {
      ""type"": ""G3_ALIGNMENT_OFFSET"",
      ""locator"": ""List split between box and margin""
    },
    {
      ""type"": ""G3_ALIGNMENT_OFFSET"",
      ""locator"": ""Unbalanced layo",page
g7_card_height_011,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,True,"[""G5_BRAND_COLOR_VIOLATION"",""G7_RENDER_CONTAINMENT_OVERFLOW"",""S4_DENSITY_RULE_VIOLATION"",""S5_MISSING_LOGIC_SECTION""]","{""element"":""List items spill outside blue box"",""quote"":""""}",,[],"Here are the specific issues with this slide:

1.  **Broken Layout / Spilling Content:** The most critical error is that the list items ""Latency regressions,"" ""Cost overrun,"" and ""Change-management gaps"" are positioned **outside** the blue-bordered box. They appear to have spilled out of the container, breaking the visual grouping and making the slide look unfinished or broken.
2.  **Redundant Hea","{
  ""defects"": [
    {
      ""type"": ""G7_RENDER_CONTAINMENT_OVERFLOW"",
      ""locator"": ""List items spill outside blue box""
    },
    {
      ""type"": ""S4_DENSITY_RULE_VIOLATION"",
      ""locator"": ""Redundant headers waste space""
    },
    {
      ""type"": ""S4_DENSITY_RULE_VIOLATION"",
      ""locator""",page
g7_card_height_014,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,True,"[""G7_RENDER_CONTAINMENT_OVERFLOW"",""S4_DENSITY_RULE_VIOLATION""]","{""element"":""List items outside content box"",""quote"":""""}",,"[{""text"":""Duplicate title text in header"",""raw_type"":""OTHER""},{""text"":""Unbalanced whitespace in content box"",""raw_type"":""OTHER""}]","Here are the specific issues with this slide:

1.  **Duplicate Title:** The text ""Platform Architecture"" appears twice. Once as the main slide title at the top left, and again inside the header of the content box. This is redundant and wastes space.
2.  **Broken Content Box:** The list items ""Offline eval harness,"" ""Drift monitors,"" and ""Cost governor"" are positioned **outside** the rectangular bo","{
  ""defects"": [
    {
      ""type"": ""OTHER"",
      ""locator"": ""Duplicate title text in header""
    },
    {
      ""type"": ""G7_RENDER_CONTAINMENT_OVERFLOW"",
      ""locator"": ""List items outside content box""
    },
    {
      ""type"": ""OTHER"",
      ""locator"": ""Unbalanced whitespace in content box""
 ",page
g7_card_height_012,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,True,"[""G3_ALIGNMENT_OFFSET"",""G4_FONT_SIZE_INCONSISTENCY"",""G7_RENDER_CONTAINMENT_OVERFLOW"",""S4_DENSITY_RULE_VIOLATION""]","{""element"":""List items pushed outside blue box"",""quote"":""""}",,[],"Here are the specific issues with this slide:

1.  **Redundant Title:** The slide has a main title ""Implementation Roadmap"" at the top left, and then an identical sub-header ""Implementation Roadmap"" inside the blue box. This is repetitive and wastes space.
2.  **Broken Layout / Spilling Content:** The blue box is intended to contain the list, but it cuts off after ""Production rollout."" The last th","{
  ""defects"": [
    {
      ""type"": ""S4_DENSITY_RULE_VIOLATION"",
      ""locator"": ""Redundant title and sub-header""
    },
    {
      ""type"": ""G7_RENDER_CONTAINMENT_OVERFLOW"",
      ""locator"": ""List items pushed outside blue box""
    },
    {
      ""type"": ""G3_ALIGNMENT_OFFSET"",
      ""locator"": ""U",page
g7_card_height_016,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,True,"[""G7_RENDER_CONTAINMENT_OVERFLOW""]","{""element"":""Bullet points spill outside beige box"",""quote"":""""}",,"[{""text"":""Duplicate title text in box"",""raw_type"":""OTHER""},{""text"":""Unbalanced empty space in beige box"",""raw_type"":""OTHER""}]","Here are the specific issues with this slide:

1.  **Duplicate Title:** The text ""Success Metrics"" appears twice. Once as the main slide title at the top left, and again inside the beige box. This is redundant and wastes space.
2.  **Broken Layout / Spilling Content:** The list of bullet points is split between two areas. The first five items are inside the beige box, but the last three items (""In","{
  ""defects"": [
    {
      ""type"": ""G7_RENDER_CONTAINMENT_OVERFLOW"",
      ""locator"": ""Bullet points spill outside beige box""
    },
    {
      ""type"": ""OTHER"",
      ""locator"": ""Duplicate title text in box""
    },
    {
      ""type"": ""OTHER"",
      ""locator"": ""Unbalanced empty space in beige box",page
g7_card_height_013,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,True,"[""G3_ALIGNMENT_OFFSET"",""G4_FONT_SIZE_INCONSISTENCY"",""G7_RENDER_CONTAINMENT_OVERFLOW"",""S4_DENSITY_RULE_VIOLATION""]","{""element"":""List items pushed outside blue box"",""quote"":""""}",,[],"Here are the specific issues with this slide:

1.  **Redundant Title:** The slide has a main title ""Implementation Roadmap"" at the top left, and then an identical sub-header ""Implementation Roadmap"" inside the blue box. This is repetitive and wastes space.
2.  **Broken Layout / Spilling Content:** The blue box is intended to contain the list, but it cuts off after ""Production rollout."" The last th","{
  ""defects"": [
    {
      ""type"": ""S4_DENSITY_RULE_VIOLATION"",
      ""locator"": ""Redundant title and sub-header""
    },
    {
      ""type"": ""G7_RENDER_CONTAINMENT_OVERFLOW"",
      ""locator"": ""List items pushed outside blue box""
    },
    {
      ""type"": ""G3_ALIGNMENT_OFFSET"",
      ""locator"": ""U",page
g7_card_height_015,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,True,"[""G3_ALIGNMENT_OFFSET"",""G7_RENDER_CONTAINMENT_OVERFLOW""]","{""element"":""Bullet points spill outside bordered box"",""quote"":""""}",,"[{""text"":""Redundant duplicate title text"",""raw_type"":""OTHER""}]","Here are the specific issues with this slide:

1.  **Duplicate Title:** The text ""Success Metrics"" appears twice. Once as the main slide title at the top left, and again inside the box immediately below it. This is redundant and wastes space.
2.  **Broken Layout / Spilling Content:** The list of bullet points is split across two areas. The first five items are inside the bordered box, but the last","{
  ""defects"": [
    {
      ""type"": ""G7_RENDER_CONTAINMENT_OVERFLOW"",
      ""locator"": ""Bullet points spill outside bordered box""
    },
    {
      ""type"": ""G3_ALIGNMENT_OFFSET"",
      ""locator"": ""Split list items misaligned vertically""
    },
    {
      ""type"": ""OTHER"",
      ""locator"": ""Redunda",page
g7_card_height_017,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,True,"[""G3_ALIGNMENT_OFFSET"",""G4_FONT_SIZE_INCONSISTENCY"",""G7_RENDER_CONTAINMENT_OVERFLOW"",""S4_DENSITY_RULE_VIOLATION""]","{""element"":""List items fall outside green box"",""quote"":""""}",,[],"Here are the specific issues with this slide:

1.  **Redundant Heading:** The slide title ""Platform Architecture"" (top left) is repeated verbatim as the header inside the green box. This is unnecessary and wastes space.
2.  **Broken List Structure:** The bulleted list is split into two disjointed sections. The first five items are inside the green box, while the last three items (""Offline eval har","{
  ""defects"": [
    {
      ""type"": ""S4_DENSITY_RULE_VIOLATION"",
      ""locator"": ""Redundant heading wastes space""
    },
    {
      ""type"": ""G7_RENDER_CONTAINMENT_OVERFLOW"",
      ""locator"": ""List items fall outside green box""
    },
    {
      ""type"": ""G3_ALIGNMENT_OFFSET"",
      ""locator"": ""Un",page
g7_card_height_018,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,False,"[""G3_ALIGNMENT_OFFSET""]",,,"[{""text"":""Duplicate title text in beige box"",""raw_type"":""OTHER""},{""text"":""Unbalanced layout with large empty space"",""raw_type"":""OTHER""}]","Here are the specific issues with this slide:

1.  **Duplicate Title:** The text ""Q3 Go-to-Market Plan"" appears twice. Once as the main slide title at the top left, and again inside the beige box. This is redundant and wastes space.
2.  **Broken List Structure:** The bulleted list is split into two separate groups. The first five items are inside the beige box, while the last three items (""Pilot u","{
  ""defects"": [
    {
      ""type"": ""OTHER"",
      ""locator"": ""Duplicate title text in beige box""
    },
    {
      ""type"": ""G3_ALIGNMENT_OFFSET"",
      ""locator"": ""List items split inside and outside box""
    },
    {
      ""type"": ""OTHER"",
      ""locator"": ""Unbalanced layout with large empty spa",page
g7_card_height_021,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,True,"[""G3_ALIGNMENT_OFFSET"",""G7_RENDER_CONTAINMENT_OVERFLOW"",""S4_DENSITY_RULE_VIOLATION""]","{""element"":""Bullet points spilling outside blue box"",""quote"":""""}",,[],"Here are the specific issues with this slide:

1.  **Redundant Heading:** The text ""Success Metrics"" appears twice. It is present as the main slide title at the top left, and then repeated immediately inside the blue box as a sub-header. This is unnecessary and wastes space.
2.  **Broken Layout / Spilling Content:** The content list is split awkwardly by the blue box. The first five bullet points ","{
  ""defects"": [
    {
      ""type"": ""S4_DENSITY_RULE_VIOLATION"",
      ""locator"": ""Redundant Success Metrics heading""
    },
    {
      ""type"": ""G7_RENDER_CONTAINMENT_OVERFLOW"",
      ""locator"": ""Bullet points spilling outside blue box""
    },
    {
      ""type"": ""G3_ALIGNMENT_OFFSET"",
      ""loca",page
g7_card_height_022,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,True,"[""G2_ELEMENT_OVERLAP"",""G3_ALIGNMENT_OFFSET"",""G7_RENDER_CONTAINMENT_OVERFLOW""]","{""element"":""List items outside blue container"",""quote"":""""}",,"[{""text"":""Unbalanced empty space in box"",""raw_type"":""OTHER""}]","Here are the specific issues with this slide:

1.  **Duplicate Title:** The slide has a main title ""Solution Overview"" at the top left, and then an identical ""Solution Overview"" header inside the blue box immediately below it. This is redundant and wastes space.
2.  **Broken List / Layout Error:** The bulleted list is split incorrectly. The first five items are inside the blue box, but the last th","{
  ""defects"": [
    {
      ""type"": ""G2_ELEMENT_OVERLAP"",
      ""locator"": ""Duplicate title inside blue box""
    },
    {
      ""type"": ""G7_RENDER_CONTAINMENT_OVERFLOW"",
      ""locator"": ""List items outside blue container""
    },
    {
      ""type"": ""OTHER"",
      ""locator"": ""Unbalanced empty space",page
g7_card_height_019,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,False,"[""G3_ALIGNMENT_OFFSET"",""G5_BRAND_COLOR_VIOLATION"",""S4_DENSITY_RULE_VIOLATION""]",,,[],"Here are the specific issues with this slide:

1.  **Redundant Title:** The slide has a main title ""Solution Overview"" at the top left, and then repeats the exact same text as a header inside the beige box immediately below it. This is redundant and wastes space.
2.  **Broken List Structure:** The bulleted list is split into two separate groups. The first five items are inside the beige box, while","{
  ""defects"": [
    {
      ""type"": ""S4_DENSITY_RULE_VIOLATION"",
      ""locator"": ""Redundant title wastes space""
    },
    {
      ""type"": ""G3_ALIGNMENT_OFFSET"",
      ""locator"": ""List split between box and margin""
    },
    {
      ""type"": ""G3_ALIGNMENT_OFFSET"",
      ""locator"": ""Unbalanced layo",page
g7_card_height_020,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,True,"[""G3_ALIGNMENT_OFFSET"",""G7_RENDER_CONTAINMENT_OVERFLOW"",""S4_DENSITY_RULE_VIOLATION""]","{""element"":""List items spill outside blue box"",""quote"":""""}",,"[{""text"":""Lack of visual hierarchy for phases"",""raw_type"":""OTHER""}]","Here are the specific issues with this slide:

1.  **Redundant Title:** The slide has a main title ""Implementation Roadmap"" at the top left, and then an identical sub-header ""Implementation Roadmap"" inside the blue box. This is repetitive and wastes space.
2.  **Broken Layout / Spilling Content:** The blue box is intended to contain the list, but it cuts off after ""Production rollout."" The last th","{
  ""defects"": [
    {
      ""type"": ""S4_DENSITY_RULE_VIOLATION"",
      ""locator"": ""Redundant title and sub-header""
    },
    {
      ""type"": ""G7_RENDER_CONTAINMENT_OVERFLOW"",
      ""locator"": ""List items spill outside blue box""
    },
    {
      ""type"": ""G3_ALIGNMENT_OFFSET"",
      ""locator"": ""Un",page
g7_card_height_023,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,True,"[""G3_ALIGNMENT_OFFSET"",""G7_RENDER_CONTAINMENT_OVERFLOW"",""S4_DENSITY_RULE_VIOLATION""]","{""element"":""List items spill outside blue box"",""quote"":""""}",,"[{""text"":""Lack of visual hierarchy for phases"",""raw_type"":""OTHER""}]","Here are the specific issues with this slide:

1.  **Redundant Title:** The slide has a main title ""Implementation Roadmap"" at the top left, and then an identical sub-header ""Implementation Roadmap"" inside the blue box. This is repetitive and wastes space.
2.  **Broken Layout / Spilling Content:** The blue box is intended to contain the list, but it cuts off after ""Production rollout."" The last th","{
  ""defects"": [
    {
      ""type"": ""S4_DENSITY_RULE_VIOLATION"",
      ""locator"": ""Redundant title and sub-header""
    },
    {
      ""type"": ""G7_RENDER_CONTAINMENT_OVERFLOW"",
      ""locator"": ""List items spill outside blue box""
    },
    {
      ""type"": ""G3_ALIGNMENT_OFFSET"",
      ""locator"": ""Un",page
g7_card_height_024,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,True,"[""G3_ALIGNMENT_OFFSET"",""G7_RENDER_CONTAINMENT_OVERFLOW"",""S4_DENSITY_RULE_VIOLATION""]","{""element"":""List items spill outside beige box"",""quote"":""""}",,[],"Here are the specific issues with the slide:

1.  **Redundant Title:** The text ""Implementation Roadmap"" appears twice. It is present as the main slide title at the top left, and then repeated again inside the beige box. This is unnecessary and wastes space.
2.  **Broken Layout / Spilling Content:** The list of items is split awkwardly by the beige box. The first five items are inside the box, but","{
  ""defects"": [
    {
      ""type"": ""S4_DENSITY_RULE_VIOLATION"",
      ""locator"": ""Redundant title text wastes space""
    },
    {
      ""type"": ""G7_RENDER_CONTAINMENT_OVERFLOW"",
      ""locator"": ""List items spill outside beige box""
    },
    {
      ""type"": ""G3_ALIGNMENT_OFFSET"",
      ""locator"":",page
g7_card_height_026,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,True,"[""G3_ALIGNMENT_OFFSET"",""G7_RENDER_CONTAINMENT_OVERFLOW"",""S4_DENSITY_RULE_VIOLATION""]","{""element"":""Bullet points spill outside green box"",""quote"":""""}",,[],"Here are the specific issues with this slide:

1.  **Duplicate Title:** The text ""Success Metrics"" appears twice. Once as the main slide title at the top left, and again inside the green box. This is redundant and wastes space.
2.  **Broken Layout / Spilling Content:** The content list is split awkwardly. The first five bullet points are inside the green box, but the last three bullet points (""Inf","{
  ""defects"": [
    {
      ""type"": ""S4_DENSITY_RULE_VIOLATION"",
      ""locator"": ""Duplicate title text wastes space""
    },
    {
      ""type"": ""G7_RENDER_CONTAINMENT_OVERFLOW"",
      ""locator"": ""Bullet points spill outside green box""
    },
    {
      ""type"": ""G3_ALIGNMENT_OFFSET"",
      ""locato",page
g7_card_height_027,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,False,"[""G3_ALIGNMENT_OFFSET"",""G5_BRAND_COLOR_VIOLATION"",""S4_DENSITY_RULE_VIOLATION""]",,,[],"Here are the specific issues with this slide:

1.  **Duplicate Title:** The text ""Q3 Go-to-Market Plan"" appears twice. Once as the main slide title at the top left, and again inside the green box. This is redundant and wastes space.
2.  **Broken List Structure:** The bulleted list is split into two separate groups. The first five items are inside the green box, while the last three items (""Pilot u","{
  ""defects"": [
    {
      ""type"": ""S4_DENSITY_RULE_VIOLATION"",
      ""locator"": ""Duplicate title text wastes space""
    },
    {
      ""type"": ""G3_ALIGNMENT_OFFSET"",
      ""locator"": ""List items split across containers""
    },
    {
      ""type"": ""G3_ALIGNMENT_OFFSET"",
      ""locator"": ""Unbalance",page
g7_card_height_025,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,True,"[""G3_ALIGNMENT_OFFSET"",""G7_RENDER_CONTAINMENT_OVERFLOW""]","{""element"":""Bottom three bullet points outside beige box"",""quote"":""""}",,"[{""text"":""Redundant 'Risk Register' title and header"",""raw_type"":""OTHER""},{""text"":""Beige box unused right-side space"",""raw_type"":""OTHER""}]","Here are the specific issues with this slide:

1.  **Broken Layout / Content Spilling Outside Container**
    *   **Where:** The bottom three bullet points (""Latency regressions,"" ""Cost overrun,"" and ""Change-management gaps"").
    *   **Problem:** These items are visually disconnected from the rest of the list. They fall outside the beige box that contains the other items, breaking the visual grou","{
  ""defects"": [
    {
      ""type"": ""G7_RENDER_CONTAINMENT_OVERFLOW"",
      ""locator"": ""Bottom three bullet points outside beige box""
    },
    {
      ""type"": ""OTHER"",
      ""locator"": ""Redundant 'Risk Register' title and header""
    },
    {
      ""type"": ""OTHER"",
      ""locator"": ""Beige box unu",page
g7_card_height_028,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,False,"[""G3_ALIGNMENT_OFFSET""]",,,"[{""text"":""Duplicate title text in beige box"",""raw_type"":""OTHER""},{""text"":""Unbalanced layout with large empty space"",""raw_type"":""OTHER""}]","Here are the specific issues with this slide:

1.  **Duplicate Title:** The text ""Q3 Go-to-Market Plan"" appears twice. Once as the main slide title at the top left, and again inside the beige box. This is redundant and wastes space.
2.  **Broken List Structure:** The bulleted list is split into two separate groups. The first five items are inside the beige box, while the last three items (""Pilot u","{
  ""defects"": [
    {
      ""type"": ""OTHER"",
      ""locator"": ""Duplicate title text in beige box""
    },
    {
      ""type"": ""G3_ALIGNMENT_OFFSET"",
      ""locator"": ""List items split inside and outside box""
    },
    {
      ""type"": ""OTHER"",
      ""locator"": ""Unbalanced layout with large empty spa",page
g7_card_height_029,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,True,"[""G3_ALIGNMENT_OFFSET"",""G7_RENDER_CONTAINMENT_OVERFLOW""]","{""element"":""Bullet points spill outside blue container"",""quote"":""""}",,[],"Here are the specific issues with this slide:

1.  **Redundant Heading:** The slide title ""Success Metrics"" (top left) is repeated exactly as the header inside the blue box. This is unnecessary repetition.
2.  **Broken Layout / Spilling Content:** The bullet points ""Inference cost -31%"", ""Ticket deflection 44%"", and ""Logo retention 96%"" are positioned **outside** the blue container box. They appea","{
  ""defects"": [
    {
      ""type"": ""G7_RENDER_CONTAINMENT_OVERFLOW"",
      ""locator"": ""Bullet points spill outside blue container""
    },
    {
      ""type"": ""G3_ALIGNMENT_OFFSET"",
      ""locator"": ""External bullets misaligned with internal list""
    }
  ]
}",page
