sample_id,defect,modality,is_clean,failure,has_defect,named_target,predicted_types,locator,confidence,other,raw,stage2_raw,level
part2_logistics_visibility_5_G1_TEXT_OVERFLOW_32_0044__template,G1_TEXT_OVERFLOW,A,False,False,False,False,[],,,"[{""text"":""Title contains placeholder text XXX"",""raw_type"":""OTHER""},{""text"":""Corrupted letter P in third bullet"",""raw_type"":""OTHER""},{""text"":""Title and bullets share identical boxes"",""raw_type"":""OTHER""},{""text"":""Excessive whitespace in bottom and right"",""raw_type"":""OTHER""},{""text"":""Lack of icons, charts, or images"",""raw_type"":""OTHER""},{""text"":""Outdated serif font and left alignment"",""raw_type"":""OTHER""}]","Here is a list of problems with the slide:

*   **Placeholder Text:** The title contains ""XXX"" (""A pragmatic ShipEye plan XXX""), which indicates the slide is a draft or template and not finished.
*   **Broken Text/Formatting Glitch:** In the third bullet point (""Payback under twelve months""), the letter 'P' is visually broken or corrupted, appearing as a small, detached square or artifact to the l","{""defects"": [{""type"": ""OTHER"", ""locator"": ""Title contains placeholder text XXX""}, {""type"": ""OTHER"", ""locator"": ""Corrupted letter P in third bullet""}, {""type"": ""OTHER"", ""locator"": ""Title and bullets share identical boxes""}, {""type"": ""OTHER"", ""locator"": ""Excessive whitespace in bottom and right""}, {""t",page
part2_logistics_visibility_5_G1_TEXT_OVERFLOW_4_0044__template,G1_TEXT_OVERFLOW,A,False,False,True,False,"[""G3_ALIGNMENT_OFFSET"",""G4_FONT_SIZE_INCONSISTENCY"",""G5_BRAND_COLOR_VIOLATION"",""G7_RENDER_CONTAINMENT_OVERFLOW""]",,,"[{""text"":""Distracting thin grey borders around text"",""raw_type"":""OTHER""},{""text"":""Title contains placeholder text 'XX'"",""raw_type"":""OTHER""}]","Here is a breakdown of the problems visible on this slide:

*   **Broken Text Rendering (Bottom Bullet):** In the third bullet point (""Payback under twelve months""), the first letter ""P"" is visually corrupted. It appears to be overlapping with a vertical line or artifact, making it look like a glitch or a rendering error rather than a clean character.
*   **Excessive Whitespace:** The bottom 50% o","{""defects"": [{""type"": ""G7_RENDER_CONTAINMENT_OVERFLOW"", ""locator"": ""Corrupted 'P' in third bullet point""}, {""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""Content clustered at top, bottom empty""}, {""type"": ""G4_FONT_SIZE_INCONSISTENCY"", ""locator"": ""Title and bullets use same font size""}, {""type"": ""G5_BRA",page
part2_marketing_attribution_1_G1_TEXT_OVERFLOW_4_0045__freeform,G1_TEXT_OVERFLOW,A,False,False,True,True,"[""G1_TEXT_OVERFLOW""]","{""element"":""Title text spilling out of header box"",""quote"":""""}",,"[{""text"":""Excessive white space and poor layout balance"",""raw_type"":""OTHER""},{""text"":""Inconsistent visual hierarchy among content boxes"",""raw_type"":""OTHER""},{""text"":""Low contrast and placeholder aesthetic"",""raw_type"":""OTHER""},{""text"":""Lack of visual interest and graphics"",""raw_type"":""OTHER""}]","Here is a breakdown of the problems visible on this slide:

*   **Title Text Overflow:** In the top-left corner, the title text ""Spend is hard to attribute XX"" is not contained within its background box. The ""XX"" and part of the word ""attribute"" are spilling out to the right, breaking the visual boundary of the header element.
*   **Excessive White Space:** The bottom two-thirds of the slide are c","{""defects"": [{""type"": ""G1_TEXT_OVERFLOW"", ""locator"": ""Title text spilling out of header box""}, {""type"": ""OTHER"", ""locator"": ""Excessive white space and poor layout balance""}, {""type"": ""OTHER"", ""locator"": ""Inconsistent visual hierarchy among content boxes""}, {""type"": ""OTHER"", ""locator"": ""Low contrast ",page
part2_marketing_attribution_1_G1_TEXT_OVERFLOW_32_0045__freeform,G1_TEXT_OVERFLOW,A,False,False,True,False,"[""G3_ALIGNMENT_OFFSET"",""G6_MARGIN_VIOLATION""]",,,"[{""text"":""Title contains unreplaced placeholder text"",""raw_type"":""OTHER""},{""text"":""Typo in second bullet point"",""raw_type"":""OTHER""},{""text"":""Non-standard bullet point background boxes"",""raw_type"":""OTHER""},{""text"":""Lack of visual hierarchy between title and bullets"",""raw_type"":""OTHER""},{""text"":""Overall unprofessional and unfinished aesthetic"",""raw_type"":""OTHER""}]","Here is a breakdown of the problems visible on this slide:

*   **Placeholder Text:** The title contains ""XXX,"" which is clearly a placeholder that was never replaced with actual data or a specific name.
*   **Typos:** The second bullet point reads ""Attrib has a clear rollback path."" The word ""Attrib"" appears to be a typo (likely meant to be ""Attribute"" or a specific project name) and is grammatic","{""defects"": [{""type"": ""OTHER"", ""locator"": ""Title contains unreplaced placeholder text""}, {""type"": ""OTHER"", ""locator"": ""Typo in second bullet point""}, {""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""Title highlight box covers only partial text""}, {""type"": ""OTHER"", ""locator"": ""Non-standard bullet point ba",page
part2_marketing_attribution_1_G1_TEXT_OVERFLOW_32_0045__template,G1_TEXT_OVERFLOW,A,False,False,False,False,[],,,"[{""text"":""Placeholder text in top header box"",""raw_type"":""OTHER""},{""text"":""Spelling error in second bullet point"",""raw_type"":""OTHER""},{""text"":""Excessive empty white space at bottom"",""raw_type"":""OTHER""},{""text"":""Wide text boxes with right-side gaps"",""raw_type"":""OTHER""},{""text"":""Cluttered full-width light-blue rectangular boxes"",""raw_type"":""OTHER""},{""text"":""Lack of charts, graphs, or icons"",""raw_type"":""OTHER""}]","Here is a breakdown of the problems visible on this slide:

**1. Placeholder Text / Incomplete Content**
*   **Location:** Top Header Box.
*   **Problem:** The text ""XXX"" at the end of the header (""Spend is hard to attribute XXX"") is clearly a placeholder or a typo. It indicates the slide is a draft and not ready for presentation.

**2. Spelling Error**
*   **Location:** Second bullet point box.
*","{""defects"": [{""type"": ""OTHER"", ""locator"": ""Placeholder text in top header box""}, {""type"": ""OTHER"", ""locator"": ""Spelling error in second bullet point""}, {""type"": ""OTHER"", ""locator"": ""Excessive empty white space at bottom""}, {""type"": ""OTHER"", ""locator"": ""Wide text boxes with right-side gaps""}, {""type""",page
part2_marketing_attribution_2_G1_TEXT_OVERFLOW_32_0046__freeform,G1_TEXT_OVERFLOW,A,False,False,True,False,"[""G3_ALIGNMENT_OFFSET"",""G4_FONT_SIZE_INCONSISTENCY"",""G5_BRAND_COLOR_VIOLATION"",""S5_MISSING_LOGIC_SECTION""]",,,[],"Here is a breakdown of the problems visible on this slide:

*   **Title Placeholder Text:** The title at the top left (""XXX How Attrib models touchpoints"") contains ""XXX,"" which is clearly a placeholder or draft text that was not removed before the slide was finalized.
*   **Empty Content Boxes:** The three light-blue rectangular boxes in the center of the slide are completely empty. They appear t","{""defects"": [{""type"": ""S5_MISSING_LOGIC_SECTION"", ""locator"": ""Empty content boxes missing charts""}, {""type"": ""S5_MISSING_LOGIC_SECTION"", ""locator"": ""Orphaned text labels without data""}, {""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""Content clustered top-left, dead space""}, {""type"": ""G4_FONT_SIZE_INCON",page
part2_marketing_attribution_1_G1_TEXT_OVERFLOW_4_0045__template,G1_TEXT_OVERFLOW,A,False,False,True,False,"[""G3_ALIGNMENT_OFFSET"",""G4_FONT_SIZE_INCONSISTENCY"",""S4_DENSITY_RULE_VIOLATION""]",,,"[{""text"":""Excessive white space in bottom half of slide"",""raw_type"":""OTHER""},{""text"":""Inconsistent vertical spacing between title and boxes"",""raw_type"":""OTHER""},{""text"":""Typo: 'Attrib' should be 'Attribute'"",""raw_type"":""OTHER""},{""text"":""Placeholder 'XX' in title looks unprofessional"",""raw_type"":""OTHER""},{""text"":""Inconsistent tense and voice in bullet points"",""raw_type"":""OTHER""},{""text"":""Low contrast between dark gray text and light blue"",""raw_type"":""OTHER""},{""text"":""Distracting background boxes add visual noise"",""raw_type"":""OTHER""}]","Here is a breakdown of the problems visible on this slide:

**Layout & Design**
*   **Excessive White Space:** The bottom 50% of the slide is completely empty. The content is clustered at the top, creating a ""top-heavy"" and unbalanced look.
*   **Misaligned Containers:** The three text boxes in the middle are not aligned with the title box above them. The title box extends further to the right tha","{
  ""defects"": [
    {
      ""type"": ""G3_ALIGNMENT_OFFSET"",
      ""locator"": ""Middle text boxes misaligned with title box""
    },
    {
      ""type"": ""G4_FONT_SIZE_INCONSISTENCY"",
      ""locator"": ""Title and body text use identical font size""
    },
    {
      ""type"": ""OTHER"",
      ""locator"": ""Exc",page
part2_marketing_attribution_2_G1_TEXT_OVERFLOW_4_0046__freeform,G1_TEXT_OVERFLOW,A,False,False,False,False,[],,,"[{""text"":""Title contains placeholder text XX"",""raw_type"":""OTHER""},{""text"":""Title has incomplete highlighting background"",""raw_type"":""OTHER""},{""text"":""Content boxes missing expected charts"",""raw_type"":""OTHER""},{""text"":""Excessive white space at bottom"",""raw_type"":""OTHER""},{""text"":""Slide lacks visual figures or icons"",""raw_type"":""OTHER""},{""text"":""Text lacks hierarchy and emphasis"",""raw_type"":""OTHER""}]","Here is a breakdown of the problems visible on this slide:

*   **Title Placeholder Text:** The title at the top left (""XX How Attrib models touchpoints"") contains ""XX,"" which is clearly a placeholder or leftover text that should be removed.
*   **Title Highlighting:** The first part of the title (""XX How Attrib models"") is highlighted with a light blue background, suggesting a copy-paste error or","{""defects"": [{""type"": ""OTHER"", ""locator"": ""Title contains placeholder text XX""}, {""type"": ""OTHER"", ""locator"": ""Title has incomplete highlighting background""}, {""type"": ""OTHER"", ""locator"": ""Content boxes missing expected charts""}, {""type"": ""OTHER"", ""locator"": ""Excessive white space at bottom""}, {""typ",page
part2_marketing_attribution_2_G1_TEXT_OVERFLOW_32_0046__template,G1_TEXT_OVERFLOW,A,False,False,True,False,"[""G3_ALIGNMENT_OFFSET"",""G4_FONT_SIZE_INCONSISTENCY"",""G5_BRAND_COLOR_VIOLATION"",""S1_TITLE_BODY_MISMATCH"",""S4_DENSITY_RULE_VIOLATION""]",,,"[{""text"":""Title ending with placeholder XXX"",""raw_type"":""OTHER""},{""text"":""Missing charts for data trends"",""raw_type"":""OTHER""}]","Here is a breakdown of the problems visible on this slide:

**1. Title and Content Mismatch (Major Logical Error)**
*   **Location:** Top of the slide (Title) vs. Body text.
*   **Problem:** The title is ""How Attrib models touchpoints XXX,"" which implies the slide should explain a process, a diagram, or a methodology. However, the body text lists three distinct *results* or *metrics* (""Adoption gr","{
  ""defects"": [
    {
      ""type"": ""S1_TITLE_BODY_MISMATCH"",
      ""locator"": ""Title vs. Body text content""
    },
    {
      ""type"": ""OTHER"",
      ""locator"": ""Title ending with placeholder XXX""
    },
    {
      ""type"": ""S4_DENSITY_RULE_VIOLATION"",
      ""locator"": ""Three gray boxes creating w",page
part2_marketing_attribution_3_G1_TEXT_OVERFLOW_32_0047__freeform,G1_TEXT_OVERFLOW,A,False,False,True,False,"[""G5_BRAND_COLOR_VIOLATION""]",,,"[{""text"":""Title contains placeholder text 'XXX'"",""raw_type"":""OTHER""},{""text"":""Monotonous wall of text lacks hierarchy"",""raw_type"":""OTHER""},{""text"":""Excessive white space wastes real estate"",""raw_type"":""OTHER""},{""text"":""Inefficient rigid layout for short sentences"",""raw_type"":""OTHER""},{""text"":""Lack of graphics or imagery"",""raw_type"":""OTHER""}]","Here is a breakdown of the problems visible on this slide:

*   **Placeholder Text / Incomplete Title:** The title at the top left, ""XXX Attrib evidence from the pilot,"" contains ""XXX,"" which indicates a missing word or an unfinished draft. This makes the slide look unprofessional and incomplete.
*   **Poor Visual Hierarchy & ""Wall of Text"":** The three main points are presented as identical, full","{""defects"": [{""type"": ""OTHER"", ""locator"": ""Title contains placeholder text 'XXX'""}, {""type"": ""OTHER"", ""locator"": ""Monotonous wall of text lacks hierarchy""}, {""type"": ""OTHER"", ""locator"": ""Excessive white space wastes real estate""}, {""type"": ""G5_BRAND_COLOR_VIOLATION"", ""locator"": ""Pale blue boxes lack",page
part2_marketing_attribution_3_G1_TEXT_OVERFLOW_32_0047__template,G1_TEXT_OVERFLOW,A,False,False,True,False,"[""G4_FONT_SIZE_INCONSISTENCY""]",,,"[{""text"":""Placeholder text in main title"",""raw_type"":""OTHER""},{""text"":""Excessive white space on slide"",""raw_type"":""OTHER""},{""text"":""Unnecessary gray boxes around text"",""raw_type"":""OTHER""},{""text"":""Font too small and light"",""raw_type"":""OTHER""},{""text"":""Lack of charts or images"",""raw_type"":""OTHER""},{""text"":""Full sentences instead of bullets"",""raw_type"":""OTHER""}]","Here is a breakdown of the problems visible on this slide:

*   **Placeholder Text / Incomplete Title:** The main title at the top left (""XXX Attrib evidence from the pilot"") contains ""XXX,"" which indicates a missing company name or placeholder text that was never filled in.
*   **Poor Visual Hierarchy & ""Wall of Text"":** The slide relies entirely on text boxes with no visual hierarchy. The three ","{""defects"": [{""type"": ""OTHER"", ""locator"": ""Placeholder text in main title""}, {""type"": ""G4_FONT_SIZE_INCONSISTENCY"", ""locator"": ""Bullet points identical font size""}, {""type"": ""OTHER"", ""locator"": ""Excessive white space on slide""}, {""type"": ""OTHER"", ""locator"": ""Unnecessary gray boxes around text""}, {""t",page
part2_marketing_attribution_2_G1_TEXT_OVERFLOW_4_0046__template,G1_TEXT_OVERFLOW,A,False,False,True,False,"[""G3_ALIGNMENT_OFFSET""]",,,"[{""text"":""Title contains placeholder text 'XX'"",""raw_type"":""OTHER""},{""text"":""Text boxes imply missing charts or images"",""raw_type"":""OTHER""},{""text"":""Excessive white space due to poor layout"",""raw_type"":""OTHER""}]","Here is a breakdown of the problems visible on this slide:

**1. Title Box Spillover (Layout/Spacing)**
*   **Where:** The top section containing the title ""How Attrib models touchpoints XX"".
*   **Problem:** The text is not vertically centered within its container. It is pushed all the way to the top edge of the light blue box, creating a large, awkward gap of empty space below the text. This mak","{""defects"": [{""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""Title text not vertically centered in container""}, {""type"": ""OTHER"", ""locator"": ""Title contains placeholder text 'XX'""}, {""type"": ""OTHER"", ""locator"": ""Text boxes imply missing charts or images""}, {""type"": ""OTHER"", ""locator"": ""Excessive white s",page
part2_marketing_attribution_3_G1_TEXT_OVERFLOW_4_0047__freeform,G1_TEXT_OVERFLOW,A,False,False,True,True,"[""G1_TEXT_OVERFLOW"",""G3_ALIGNMENT_OFFSET""]","{""element"":""Title text spills over right edge"",""quote"":""""}",,"[{""text"":""Title contains placeholder text XX"",""raw_type"":""OTHER""},{""text"":""Excessive white space at bottom"",""raw_type"":""OTHER""},{""text"":""Bullet points lack visual hierarchy"",""raw_type"":""OTHER""},{""text"":""Content reads like internal notes"",""raw_type"":""OTHER""}]","Here is a breakdown of the problems visible on this slide:

*   **Title Box Overflow:** The title text ""XX Attrib evidence from the pilot"" is contained within a light blue box that is too narrow. The text spills over the right edge of the box, breaking the visual boundary.
*   **Placeholder Text:** The title begins with ""XX,"" which indicates a placeholder or missing information that has not been f","{""defects"": [{""type"": ""G1_TEXT_OVERFLOW"", ""locator"": ""Title text spills over right edge""}, {""type"": ""OTHER"", ""locator"": ""Title contains placeholder text XX""}, {""type"": ""OTHER"", ""locator"": ""Excessive white space at bottom""}, {""type"": ""OTHER"", ""locator"": ""Bullet points lack visual hierarchy""}, {""type""",page
