sample_id,defect,modality,is_clean,failure,has_defect,named_target,predicted_types,locator,confidence,other,raw,stage2_raw,level
g7_card_height_013,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,False,"[""G2_ELEMENT_OVERLAP"",""G3_ALIGNMENT_OFFSET"",""G4_FONT_SIZE_INCONSISTENCY"",""G6_MARGIN_VIOLATION""]",,,"[{""text"":""Overall design lacks professional interest"",""raw_type"":""OTHER""}]","The slide has several design and layout issues that make it look unprofessional and confusing:

1.  **Redundant Title:** The main title ""Implementation Roadmap"" at the top of the slide is repeated inside the blue box as a sub-header. This is unnecessary and clutters the slide.
2.  **Poor List Organization:** The list of roadmap items is split into two groups. The first five items are inside the bl","{""defects"": [{""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""Title repeated inside sub-header box""}, {""type"": ""G2_ELEMENT_OVERLAP"", ""locator"": ""List items split between box and outside""}, {""type"": ""G6_MARGIN_VIOLATION"", ""locator"": ""Large gap breaks list flow""}, {""type"": ""G4_FONT_SIZE_INCONSISTENCY"", ""lo",page
g7_card_height_012,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,False,"[""G2_ELEMENT_OVERLAP"",""G3_ALIGNMENT_OFFSET"",""G6_MARGIN_VIOLATION"",""S1_TITLE_BODY_MISMATCH"",""S3_TERMINOLOGY_INCONSISTENCY""]",,,[],"The slide has several design and layout issues that make it look unprofessional and confusing:

1.  **Redundant Title:** The main slide title ""Implementation Roadmap"" at the top is identical to the text inside the blue box. This is unnecessary and wastes valuable space.
2.  **Poor Use of a Box:** The blue-bordered box is used to contain only the first five items of the list. This creates a visuall","{""defects"": [{""type"": ""S1_TITLE_BODY_MISMATCH"", ""locator"": ""Redundant title matches body content""}, {""type"": ""G2_ELEMENT_OVERLAP"", ""locator"": ""Box creates confusing visual separation""}, {""type"": ""S3_TERMINOLOGY_INCONSISTENCY"", ""locator"": ""List sections lack consistent headers""}, {""type"": ""G6_MARGIN_",page
g7_card_height_015,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,False,"[""G3_ALIGNMENT_OFFSET"",""G4_FONT_SIZE_INCONSISTENCY"",""G5_BRAND_COLOR_VIOLATION""]",,,[],"The slide has several design and layout issues that make it look unprofessional and hard to read:

1.  **Title Repetition:** The main title ""Success Metrics"" at the top of the slide is identical to the heading inside the box. This is redundant and wastes valuable space.
2.  **Poor List Organization:** The list of metrics is split into two groups. The first five items are inside a box, while the la","{""defects"": [{""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""List split into disconnected groups""}, {""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""Large gap breaks visual flow""}, {""type"": ""G4_FONT_SIZE_INCONSISTENCY"", ""locator"": ""Title and box heading same size""}, {""type"": ""G5_BRAND_COLOR_VIOLATION"", ""loca",page
g7_card_height_018,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,False,"[""G3_ALIGNMENT_OFFSET"",""G4_FONT_SIZE_INCONSISTENCY"",""G6_MARGIN_VIOLATION""]",,,[],"The slide has several design and layout issues that make it look unprofessional and hard to read:

1.  **Redundant Title:** The main title ""Q3 Go-to-Market Plan"" at the top of the slide is identical to the heading inside the content box. This is unnecessary and creates visual clutter.
2.  **Poor List Organization:** The bulleted list is split into two distinct groups. The first five items are insi","{""defects"": [{""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""Title and heading are redundant.""}, {""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""List items are split into groups.""}, {""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""Large gap breaks visual flow.""}, {""type"": ""G4_FONT_SIZE_INCONSISTENCY"", ""locator"":",page
g7_card_height_020,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,True,"[""G2_ELEMENT_OVERLAP"",""G3_ALIGNMENT_OFFSET"",""G4_FONT_SIZE_INCONSISTENCY"",""G6_MARGIN_VIOLATION"",""G7_RENDER_CONTAINMENT_OVERFLOW""]","{""element"":""Redundant title clutters container"",""quote"":""""}",,[],"The slide has several design and layout issues that make it look unprofessional and confusing:

1.  **Redundant Title:** The main title ""Implementation Roadmap"" at the top of the slide is repeated inside the content box. This is unnecessary and clutters the design.
2.  **Poor List Structure:** The list of roadmap items is broken into two separate groups. The first five items are inside a blue-bord","{""defects"": [{""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""Title displaced from alignment group""}, {""type"": ""G2_ELEMENT_OVERLAP"", ""locator"": ""List items split across containers""}, {""type"": ""G6_MARGIN_VIOLATION"", ""locator"": ""Large gap disrupts content flow""}, {""type"": ""G4_FONT_SIZE_INCONSISTENCY"", ""loc",page
g7_card_height_017,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,False,"[""G3_ALIGNMENT_OFFSET"",""G5_BRAND_COLOR_VIOLATION"",""G6_MARGIN_VIOLATION""]",,,[],"The slide has several design and layout issues that make it look unpolished and confusing:

1.  **Redundant Title:** The main title ""Platform Architecture"" at the top is identical to the sub-header inside the green box. This is unnecessary and creates visual clutter.
2.  **Inconsistent List Structure:** The list of items is split into two groups. The first five items (""Ingestion service"" through ""","{""defects"": [{""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""Title and sub-header are redundant.""}, {""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""List items are split into two groups.""}, {""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""Text alignment is disjointed and unbalanced.""}, {""type"": ""G5_BRAND_COLOR_VI",page
g7_card_height_019,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,True,"[""G2_ELEMENT_OVERLAP"",""G3_ALIGNMENT_OFFSET"",""G5_BRAND_COLOR_VIOLATION"",""G6_MARGIN_VIOLATION"",""G7_RENDER_CONTAINMENT_OVERFLOW""]","{""element"":""Cluttered layout with inefficient space use"",""quote"":""""}",,[],"The slide has several design and layout issues that make it look unprofessional and confusing:

1.  **Redundant Title:** The main title ""Solution Overview"" at the top of the slide is repeated inside the content box. This is unnecessary and creates visual clutter.
2.  **Poor Visual Hierarchy:** The list of features is split into two groups. The first group (inside the box) is visually separated fro","{""defects"": [{""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""Title repeated inside content box""}, {""type"": ""G2_ELEMENT_OVERLAP"", ""locator"": ""List split into two unconnected groups""}, {""type"": ""G6_MARGIN_VIOLATION"", ""locator"": ""Large gap between box and list item""}, {""type"": ""G5_BRAND_COLOR_VIOLATION"", """,page
g7_card_height_016,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,True,"[""G3_ALIGNMENT_OFFSET"",""G4_FONT_SIZE_INCONSISTENCY"",""G5_BRAND_COLOR_VIOLATION"",""G6_MARGIN_VIOLATION"",""G7_RENDER_CONTAINMENT_OVERFLOW"",""S1_TITLE_BODY_MISMATCH""]","{""element"":""Border appears decorative rather than functional."",""quote"":""""}",,[],"The slide has several design and layout issues that reduce its professionalism and clarity:

1. **Title duplication**: The main title ""Success Metrics"" at the top is repeated inside the beige box as a subheading. This is redundant and visually confusing — the audience doesn’t need to see the same phrase twice in different contexts.

2. **Inconsistent grouping**: The list items are split into two g","{""defects"": [{""type"": ""S1_TITLE_BODY_MISMATCH"", ""locator"": ""Title repeated inside box is redundant.""}, {""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""List items split into unjustified groups.""}, {""type"": ""G5_BRAND_COLOR_VIOLATION"", ""locator"": ""Orange border highlights only half content.""}, {""type"": ""G4",page
g7_card_height_024,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,False,"[""G3_ALIGNMENT_OFFSET""]",,,[],"The slide has several design and layout issues that make it look unprofessional and confusing:

1.  **Redundant Title:** The main title ""Implementation Roadmap"" at the top of the slide is repeated inside the content box. This is unnecessary and creates visual clutter.
2.  **Poor List Hierarchy:** The list of roadmap items is broken into two groups. The first five items are inside a colored box, wh","{""defects"": [{""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""Title repeated inside content box""}, {""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""List items split into two groups""}, {""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""Large gap breaks visual flow""}, {""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""Thick ",page
g7_card_height_028,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,False,"[""G2_ELEMENT_OVERLAP"",""G3_ALIGNMENT_OFFSET"",""G4_FONT_SIZE_INCONSISTENCY"",""G6_MARGIN_VIOLATION""]",,,[],"The slide has several design and layout issues that make it look unprofessional and confusing:

1.  **Redundant Title:** The main title ""Q3 Go-to-Market Plan"" at the top of the slide is identical to the heading inside the content box. This is unnecessary and wastes valuable space.
2.  **Poor Visual Hierarchy:** The list of items is split into two groups. The first five items are inside a colored b","{""defects"": [{""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""Title and heading are redundant.""}, {""type"": ""G2_ELEMENT_OVERLAP"", ""locator"": ""List items are split into groups.""}, {""type"": ""G6_MARGIN_VIOLATION"", ""locator"": ""Large gap breaks list flow.""}, {""type"": ""G4_FONT_SIZE_INCONSISTENCY"", ""locator"": ""L",page
g7_card_height_023,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,False,"[""G2_ELEMENT_OVERLAP"",""G3_ALIGNMENT_OFFSET"",""G4_FONT_SIZE_INCONSISTENCY"",""G6_MARGIN_VIOLATION""]",,,[],"The slide has several design and layout issues that make it look unprofessional and confusing:

1.  **Redundant Title:** The main slide title ""Implementation Roadmap"" at the top is identical to the text inside the blue box. This is unnecessary and wastes valuable space.
2.  **Poor Use of a Box:** The blue-bordered box is used to contain only the first five items of the list. This creates a visuall","{""defects"": [{""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""Title redundant with box content""}, {""type"": ""G2_ELEMENT_OVERLAP"", ""locator"": ""Box creates jarring visual separation""}, {""type"": ""G4_FONT_SIZE_INCONSISTENCY"", ""locator"": ""List sections have inconsistent styling""}, {""type"": ""G6_MARGIN_VIOLATION",page
g7_card_height_025,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,False,"[""G3_ALIGNMENT_OFFSET"",""G4_FONT_SIZE_INCONSISTENCY"",""G5_BRAND_COLOR_VIOLATION"",""S1_TITLE_BODY_MISMATCH"",""S4_DENSITY_RULE_VIOLATION""]",,,[],"Looking at this slide, here are the issues:

1. **Title duplication**: The main title ""Risk Register"" appears both at the top of the slide and again inside the content box. This is redundant and confusing.

2. **Inconsistent grouping**: The bullet points are split into two groups - five items inside the beige box and three items outside it below. There's no visual or logical reason for this split,","{
  ""defects"": [
    {""type"": ""S1_TITLE_BODY_MISMATCH"", ""locator"": ""Title appears redundantly inside content box.""},
    {""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""Bullet points split into ungrouped sections.""},
    {""type"": ""G4_FONT_SIZE_INCONSISTENCY"", ""locator"": ""Inner title size creates visual ",page
g7_card_height_027,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,False,"[""G3_ALIGNMENT_OFFSET"",""G4_FONT_SIZE_INCONSISTENCY"",""G6_MARGIN_VIOLATION""]",,,[],"The slide has several design and layout issues that make it look unprofessional and cluttered:

1.  **Redundant Title:** The main title ""Q3 Go-to-Market Plan"" at the top of the slide is identical to the sub-header inside the green box. This is unnecessary and wastes valuable space.
2.  **Poor Visual Hierarchy:** The list of items is split into two groups. The first five items are contained within ","{""defects"": [{""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""Title and sub-header are redundant.""}, {""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""List items are split into two groups.""}, {""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""Grouping of items is illogical.""}, {""type"": ""G4_FONT_SIZE_INCONSISTENCY"", """,page
g7_card_height_022,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,True,"[""G3_ALIGNMENT_OFFSET"",""G6_MARGIN_VIOLATION"",""G7_RENDER_CONTAINMENT_OVERFLOW""]","{""element"":""Blue box serves no clear function"",""quote"":""""}",,[],"The slide has several design and layout issues that make it look unprofessional and poorly structured:

1. **Redundant Title** – The main title “Solution Overview” at the top is repeated inside the box as a subheading. This is unnecessary and creates visual clutter.

2. **Inconsistent List Grouping** – The bullet points are split into two groups: five inside the blue-bordered box and three outside","{""defects"": [{""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""Title repeated inside box as subheading""}, {""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""Bullet points split into two groups""}, {""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""Box grouping lacks clear visual hierarchy""}, {""type"": ""G6_MARGIN_VIOLATIO",page
g7_unbreakable_text_000,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,True,"[""G6_MARGIN_VIOLATION"",""G7_RENDER_CONTAINMENT_OVERFLOW"",""S1_TITLE_BODY_MISMATCH"",""S4_DENSITY_RULE_VIOLATION"",""S6_IMAGE_TEXT_CONTRADICTION""]","{""element"":""Text spills outside the content box frame"",""quote"":""""}",,[],"Looking at this slide, there are several issues that make it look low-quality and broken:

1. **Text cutoff/spilling outside the frame**: The URL at the bottom of the content box is cut off. The text ""2"" at the end of the URL is partially visible but clearly incomplete, suggesting the content extends beyond the intended area or the box is too small.

2. **Poor spacing/whitespace**: There's excessi","{""defects"": [{""type"": ""G7_RENDER_CONTAINMENT_OVERFLOW"", ""locator"": ""Text spills outside the content box frame""}, {""type"": ""G6_MARGIN_VIOLATION"", ""locator"": ""Excessive empty space below the content box""}, {""type"": ""S1_TITLE_BODY_MISMATCH"", ""locator"": ""Title inside box matches slide header redundantly",page
g7_card_height_026,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,False,"[""G3_ALIGNMENT_OFFSET"",""G4_FONT_SIZE_INCONSISTENCY"",""G5_BRAND_COLOR_VIOLATION"",""G6_MARGIN_VIOLATION""]",,,[],"The slide has several design and layout issues that reduce its professionalism and clarity:

1. **Title duplication**: The main title ""Success Metrics"" appears both at the top of the slide and again inside the green box. This is redundant and visually confusing.

2. **Inconsistent grouping**: The first five metrics are contained within a green-bordered box, while the last three (Inference cost, Ti","{""defects"": [{""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""Title appears twice in different locations""}, {""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""Metrics split into arbitrary groups without logic""}, {""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""Bullet points lack consistent spacing and alignment""}, {",page
g7_card_height_029,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,True,"[""G3_ALIGNMENT_OFFSET"",""G4_FONT_SIZE_INCONSISTENCY"",""G5_BRAND_COLOR_VIOLATION"",""G7_RENDER_CONTAINMENT_OVERFLOW""]","{""element"":""Elements scattered without logical flow"",""quote"":""""}",,[],"The slide has several design and layout issues that reduce its clarity and professionalism:

1. **Redundant Title**: The main title ""Success Metrics"" at the top is repeated inside the box as a subheading. This is unnecessary and creates visual clutter.

2. **Inconsistent Grouping**: The first five bullet points are contained within a blue-bordered box, while the last three are outside. This arbitr","{""defects"": [{""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""Title repeated inside box as subheading""}, {""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""Bullet points split between box and outside""}, {""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""Inconsistent vertical spacing and alignment""}, {""type"": ""G4_FONT_",page
g7_unbreakable_text_001,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,False,"[""G1_TEXT_OVERFLOW"",""G2_ELEMENT_OVERLAP"",""G4_FONT_SIZE_INCONSISTENCY"",""S1_TITLE_BODY_MISMATCH"",""S4_DENSITY_RULE_VIOLATION"",""S5_MISSING_LOGIC_SECTION""]",,,[],"Looking at this slide, there are several issues that make it look low-quality and broken:

1. **Text spilling outside the frame**: The URL at the end of the ""Endpoint"" line is cut off. The text ""2"" at the very end of the URL is outside the blue box, which looks like a formatting error.

2. **Redundant header inside the box**: There's a ""Solution Overview"" text inside the blue box that duplicates t","{
  ""defects"": [
    {""type"": ""G1_TEXT_OVERFLOW"", ""locator"": ""Text spills outside the container frame.""},
    {""type"": ""G2_ELEMENT_OVERLAP"", ""locator"": ""Redundant header overlaps with slide title.""},
    {""type"": ""G4_FONT_SIZE_INCONSISTENCY"", ""locator"": ""Title and content use inconsistent font sizes",page
