sample_id,defect,modality,is_clean,failure,present,localized,repair_ok,evidence_element,raw
65b9f618e026be90484c974a204ae812-04_Ivanovic_Mla__s4__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,B,False,False,True,True,True,shp3,"{""present"": true, ""evidence_element"": ""shp3"", ""evidence_region"": ""right"", ""fix"": ""Reduce font size or increase the width of the text box to accommodate the full text."", ""confidence"": 0.95}"
65b9f618e026be90484c974a204ae812-04_Ivanovic_Mla__s4__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,B,True,False,True,False,True,shp3,"{""present"": true, ""evidence_element"": ""shp3"", ""evidence_region"": ""right"", ""fix"": ""Shorten the text in shp3 or increase the width of the text box to accommodate the full content."", ""confidence"": 0.95}"
65b9f618e026be90484c974a204ae812-04_Ivanovic_Mla__s4__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,C,True,False,False,False,False,,"{
""present"": false,
""evidence_element"": """",
""evidence_region"": ""empty"",
""fix"": """",
""confidence"": 0.95
}"
65b9f618e026be90484c974a204ae812-04_Ivanovic_Mla__s4__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,A,False,False,True,False,True,"The text 'under the name ""Elm Fungicide""' at the bottom of the slide is cut off by the bottom edge of the image.","```json
{
  ""present"": true,
  ""evidence_element"": ""The text 'under the name \""Elm Fungicide\""' at the bottom of the slide is cut off by the bottom edge of the image."",
  ""evidence_region"": ""bottom"",
  ""fix"": ""Increase the vertical size of the slide or reduce the font size of the bottom text to ensu"
377829fc53e13493464f3580b855dd76-Laatua_ja_vaiku__s18__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,A,False,False,False,False,False,,"```json
{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": ""empty"",
  ""fix"": """",
  ""confidence"": 1.0
}
```"
65b9f618e026be90484c974a204ae812-04_Ivanovic_Mla__s4__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,C,False,False,True,False,True,"The last line of the body text 'under the name ""Elm Fungicide""' is cut off by the bottom edge of the slide.","{
""present"": true,
""evidence_element"": ""The last line of the body text 'under the name \""Elm Fungicide\""' is cut off by the bottom edge of the slide."",
""evidence_region"": ""bottom"",
""fix"": ""Reduce the font size of the body text or increase the vertical height of the slide to accommodate the full text"
377829fc53e13493464f3580b855dd76-Laatua_ja_vaiku__s18__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,B,False,False,False,False,False,,"{
""present"": false,
""evidence_element"": """",
""evidence_region"": ""empty"",
""fix"": """",
""confidence"": 0.95
}"
377829fc53e13493464f3580b855dd76-Laatua_ja_vaiku__s18__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,B,True,False,False,False,False,,"{
""present"": false,
""evidence_element"": """",
""evidence_region"": ""empty"",
""fix"": """",
""confidence"": 0.95
}"
377829fc53e13493464f3580b855dd76-Laatua_ja_vaiku__s18__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,A,True,False,False,False,False,,"```json
{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": ""empty"",
  ""fix"": """",
  ""confidence"": 0.95
}
```"
377829fc53e13493464f3580b855dd76-Laatua_ja_vaiku__s18__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,C,False,False,False,False,False,,"{
""present"": false,
""evidence_element"": """",
""evidence_region"": ""empty"",
""fix"": """",
""confidence"": 0.95
}"
377829fc53e13493464f3580b855dd76-Laatua_ja_vaiku__s18__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,C,True,False,False,False,False,,"{
""present"": false,
""evidence_element"": """",
""evidence_region"": ""empty"",
""fix"": """",
""confidence"": 0.95
}"
f84df5643d99a205e6b6508baea351a5-GONNET_Research__s23__G6_MARGIN_VIOLATION,G6_MARGIN_VIOLATION,B,True,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": ""empty"", ""fix"": """", ""confidence"": 1.0}"
f84df5643d99a205e6b6508baea351a5-GONNET_Research__s23__G6_MARGIN_VIOLATION,G6_MARGIN_VIOLATION,A,False,False,False,False,False,,"```json
{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": ""empty"",
  ""fix"": """",
  ""confidence"": 1.0
}
```"
f84df5643d99a205e6b6508baea351a5-GONNET_Research__s23__G6_MARGIN_VIOLATION,G6_MARGIN_VIOLATION,A,True,False,False,False,False,,"```json
{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": ""empty"",
  ""fix"": """",
  ""confidence"": 1.0
}
```"
f84df5643d99a205e6b6508baea351a5-GONNET_Research__s23__G6_MARGIN_VIOLATION,G6_MARGIN_VIOLATION,B,False,False,True,True,True,shp226,"{""present"": true, ""evidence_element"": ""shp226"", ""evidence_region"": ""left"", ""fix"": ""Move the text box 'The principles' to the right so its x-coordinate is greater than 0."", ""confidence"": 1.0}"
f84df5643d99a205e6b6508baea351a5-GONNET_Research__s23__G6_MARGIN_VIOLATION,G6_MARGIN_VIOLATION,C,True,False,False,False,False,,"```json
{
""present"": false,
""evidence_element"": """",
""evidence_region"": ""empty"",
""fix"": """",
""confidence"": 1.0
}
```"
f84df5643d99a205e6b6508baea351a5-GONNET_Research__s23__G6_MARGIN_VIOLATION,G6_MARGIN_VIOLATION,C,False,False,True,True,True,The text 'The 			    principles' (shp226),"{
""present"": true,
""evidence_element"": ""The text 'The \t\t\t    principles' (shp226)"",
""evidence_region"": ""left"",
""fix"": ""Move the text element 'The \t\t\t    principles' to the right so that its x-coordinate is greater than 0."",
""confidence"": 1.0
}"
377829fc53e13493464f3580b855dd76-Laatua_ja_vaiku__s21__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,A,True,False,False,False,False,,"```json
{
""present"": false,
""evidence_element"": """",
""evidence_region"": ""empty"",
""fix"": """",
""confidence"": 1.0
}
```"
377829fc53e13493464f3580b855dd76-Laatua_ja_vaiku__s21__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,B,True,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": ""empty"", ""fix"": """", ""confidence"": 0.95}"
377829fc53e13493464f3580b855dd76-Laatua_ja_vaiku__s21__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,B,False,False,True,False,True,shp212,"{""present"": true, ""evidence_element"": ""shp212"", ""evidence_region"": ""right"", ""fix"": ""Increase the width of the text box or reduce the font size to fit the full text."", ""confidence"": 0.95}"
377829fc53e13493464f3580b855dd76-Laatua_ja_vaiku__s21__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,C,True,False,False,False,False,,"```json
{
""present"": false,
""evidence_element"": """",
""evidence_region"": ""empty"",
""fix"": """",
""confidence"": 1.0
}
```"
d7f4b97aef5b99bf6c1a76435deeb1e7-2023-08-31_Atel__s12__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,B,False,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": ""empty"", ""fix"": """", ""confidence"": 0.95}"
d7f4b97aef5b99bf6c1a76435deeb1e7-2023-08-31_Atel__s12__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,A,True,False,False,False,False,,"```json
{
""present"": false,
""evidence_element"": """",
""evidence_region"": ""empty"",
""fix"": """",
""confidence"": 1.0
}
```"
377829fc53e13493464f3580b855dd76-Laatua_ja_vaiku__s21__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,A,False,False,True,True,True,The large white text 'gifterna i data motsvarar vad som eftersträvas.' is clipped by the left edge of the slide and partially obscured by the 'Felfrihet' oval.,"```json
{
  ""present"": true,
  ""evidence_element"": ""The large white text 'gifterna i data motsvarar vad som eftersträvas.' is clipped by the left edge of the slide and partially obscured by the 'Felfrihet' oval."",
  ""evidence_region"": ""left"",
  ""fix"": ""Move the large white text to the right or reduc"
d7f4b97aef5b99bf6c1a76435deeb1e7-2023-08-31_Atel__s12__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,B,True,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": ""empty"", ""fix"": """", ""confidence"": 0.95}"
d7f4b97aef5b99bf6c1a76435deeb1e7-2023-08-31_Atel__s12__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,C,True,False,False,False,False,,"{
""present"": false,
""evidence_element"": """",
""evidence_region"": ""empty"",
""fix"": """",
""confidence"": 1.0
}"
377829fc53e13493464f3580b855dd76-Laatua_ja_vaiku__s21__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,C,False,False,True,True,True,The text 'Noggrannhet beskriver hur väl uppgifterna i data motsvarar vad som eftersträvas.' inside the central green oval (shp211) is partially obscured by a large white text overlay that reads 'gifterna i data motsvarar vad som eftersträvas.',"```json
{
""present"": true,
""evidence_element"": ""The text 'Noggrannhet beskriver hur väl uppgifterna i data motsvarar vad som eftersträvas.' inside the central green oval (shp211) is partially obscured by a large white text overlay that reads 'gifterna i data motsvarar vad som eftersträvas.'"",
""evide"
d7f4b97aef5b99bf6c1a76435deeb1e7-2023-08-31_Atel__s12__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,A,False,False,True,True,True,The faint watermark text '31.08.2023 Claivaz JB' overlaps with the bullet point text 'Attribution d'une licence'.,"```json
{
  ""present"": true,
  ""evidence_element"": ""The faint watermark text '31.08.2023 Claivaz JB' overlaps with the bullet point text 'Attribution d'une licence'."",
  ""evidence_region"": ""center"",
  ""fix"": ""Move the watermark to a different location (e.g., footer or corner) or remove it to prevent"
5aed46f009ac84854c5c1cebd08f867d-DASH_Presentati__s7__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,A,False,False,False,False,False,,"```json
{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": ""empty"",
  ""fix"": """",
  ""confidence"": 1.0
}
```"
5aed46f009ac84854c5c1cebd08f867d-DASH_Presentati__s7__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,B,False,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": ""empty"", ""fix"": """", ""confidence"": 0.95}"
5aed46f009ac84854c5c1cebd08f867d-DASH_Presentati__s7__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,A,True,False,False,False,False,,"```json
{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": ""empty"",
  ""fix"": """",
  ""confidence"": 0.95
}
```"
5aed46f009ac84854c5c1cebd08f867d-DASH_Presentati__s7__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,B,True,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": ""empty"", ""fix"": """", ""confidence"": 0.95}"
d7f4b97aef5b99bf6c1a76435deeb1e7-2023-08-31_Atel__s12__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,C,False,False,True,True,True,The watermark text '31.08.2023 Claivaz JB' overlaps with the bullet point text 'Attribution d'une licence'.,"{
""present"": true,
""evidence_element"": ""The watermark text '31.08.2023 Claivaz JB' overlaps with the bullet point text 'Attribution d'une licence'."",
""evidence_region"": ""center"",
""fix"": ""Move the watermark text to a different location on the slide where it does not obscure the main content, or remov"
5aed46f009ac84854c5c1cebd08f867d-DASH_Presentati__s7__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,C,False,False,False,False,False,,"{
""present"": false,
""evidence_element"": """",
""evidence_region"": ""empty"",
""fix"": """",
""confidence"": 0.95
}"
5aed46f009ac84854c5c1cebd08f867d-DASH_Presentati__s7__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,C,True,False,False,False,False,,"{
""present"": false,
""evidence_element"": """",
""evidence_region"": ""empty"",
""fix"": """",
""confidence"": 0.95
}"
5aa2630262e54a49db5680970f332b05-2024-05-Etapes___s5__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,B,False,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": ""empty"", ""fix"": """", ""confidence"": 0.95}"
5aa2630262e54a49db5680970f332b05-2024-05-Etapes___s5__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,B,True,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": ""empty"", ""fix"": """", ""confidence"": 0.95}"
5aa2630262e54a49db5680970f332b05-2024-05-Etapes___s5__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,C,False,False,False,False,False,,"{
""present"": false,
""evidence_element"": """",
""evidence_region"": ""empty"",
""fix"": """",
""confidence"": 0.95
}"
5aa2630262e54a49db5680970f332b05-2024-05-Etapes___s5__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,C,True,False,False,False,False,,"{
""present"": false,
""evidence_element"": """",
""evidence_region"": ""empty"",
""fix"": """",
""confidence"": 0.95
}"
377829fc53e13493464f3580b855dd76-Laatua_ja_vaiku__s22__G6_MARGIN_VIOLATION,G6_MARGIN_VIOLATION,B,True,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": ""empty"", ""fix"": """", ""confidence"": 1.0}"
377829fc53e13493464f3580b855dd76-Laatua_ja_vaiku__s22__G6_MARGIN_VIOLATION,G6_MARGIN_VIOLATION,A,True,False,False,False,False,,"```json
{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": ""empty"",
  ""fix"": """",
  ""confidence"": 1.0
}
```"
5aa2630262e54a49db5680970f332b05-2024-05-Etapes___s5__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,A,False,False,True,True,True,The main title 'Qu' est-ce que le droit d' auteur ?' has inconsistent font sizing between the first word 'Qu'' and the rest of the sentence.,"```json
{
  ""present"": true,
  ""evidence_element"": ""The main title 'Qu' est-ce que le droit d' auteur ?' has inconsistent font sizing between the first word 'Qu'' and the rest of the sentence."",
  ""evidence_region"": ""top"",
  ""fix"": ""Adjust the font size of the word 'Qu'' to match the size of the res"
5aa2630262e54a49db5680970f332b05-2024-05-Etapes___s5__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,A,True,False,True,False,False,The title text 'Qu' est-ce que le droit d' auteur ?' has inconsistent font sizing between the segments 'Qu' est-ce que le droit d'' and 'auteur'. The latter segment appears noticeably larger than the former.,"```json
{
  ""present"": true,
  ""evidence_element"": ""The title text 'Qu' est-ce que le droit d' auteur ?' has inconsistent font sizing between the segments 'Qu' est-ce que le droit d'' and 'auteur'. The latter segment appears noticeably larger than the former."",
  ""evidence_region"": ""top"",
  ""fix"": """
377829fc53e13493464f3580b855dd76-Laatua_ja_vaiku__s22__G6_MARGIN_VIOLATION,G6_MARGIN_VIOLATION,B,False,False,True,True,True,shp222,"{
""present"": true,
""evidence_element"": ""shp222"",
""evidence_region"": ""left"",
""fix"": ""Move the element 'Efterlevnad av rekommendationer' to the right so its x-coordinate is greater than 0."",
""confidence"": 1.0
}"
377829fc53e13493464f3580b855dd76-Laatua_ja_vaiku__s22__G6_MARGIN_VIOLATION,G6_MARGIN_VIOLATION,C,True,False,False,False,False,,"```json
{
""present"": false,
""evidence_element"": """",
""evidence_region"": ""empty"",
""fix"": """",
""confidence"": 1.0
}
```"
377829fc53e13493464f3580b855dd76-Laatua_ja_vaiku__s22__G6_MARGIN_VIOLATION,G6_MARGIN_VIOLATION,A,False,False,True,True,True,"The text block inside the bottom-left green bubble, specifically the title 'Efterlevnad av rekommendationer' and the first few lines of the body text.","```json
{
  ""present"": true,
  ""evidence_element"": ""The text block inside the bottom-left green bubble, specifically the title 'Efterlevnad av rekommendationer' and the first few lines of the body text."",
  ""evidence_region"": ""left"",
  ""fix"": ""Move the bottom-left bubble to the right or reduce the f"
eaecf2fcda285772d0c4e86d9af3fd83-Peer_review_sur__s2__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,A,True,False,False,False,False,,"{
""present"": false,
""evidence_element"": """",
""evidence_region"": ""empty"",
""fix"": """",
""confidence"": 1.0
}"
eaecf2fcda285772d0c4e86d9af3fd83-Peer_review_sur__s2__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,B,False,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": ""empty"", ""fix"": """", ""confidence"": 0.95}"
eaecf2fcda285772d0c4e86d9af3fd83-Peer_review_sur__s2__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,B,True,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": ""empty"", ""fix"": """", ""confidence"": 0.95}"
377829fc53e13493464f3580b855dd76-Laatua_ja_vaiku__s22__G6_MARGIN_VIOLATION,G6_MARGIN_VIOLATION,C,False,False,True,True,True,shp222 (text: 'Efterlevnad av rekommendationer...'),"```json
{
""present"": true,
""evidence_element"": ""shp222 (text: 'Efterlevnad av rekommendationer...')"",
""evidence_region"": ""left"",
""fix"": ""Move the element 'Efterlevnad av rekommendationer' to the right so that its x-coordinate is greater than 0."",
""confidence"": 1.0
}
```"
eaecf2fcda285772d0c4e86d9af3fd83-Peer_review_sur__s2__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,A,False,False,True,True,True,"The citation text 'Ross-Hellauer T, Deppe A, Schmidt B (2017) Surv' at the bottom right is cut off.","{
""present"": true,
""evidence_element"": ""The citation text 'Ross-Hellauer T, Deppe A, Schmidt B (2017) Surv' at the bottom right is cut off."",
""evidence_region"": ""bottom-right"",
""fix"": ""Reduce the font size of the citation or crop the text to fit within the slide boundaries."",
""confidence"": 1.0
}"
eaecf2fcda285772d0c4e86d9af3fd83-Peer_review_sur__s2__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,C,True,False,False,False,False,,"{
""present"": false,
""evidence_element"": """",
""evidence_region"": ""empty"",
""fix"": """",
""confidence"": 0.95
}"
9b237c3961be6d09d55ef0f1580b9ec8-GOSH_Keynote_-___s7__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,B,False,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": ""empty"", ""fix"": """", ""confidence"": 0.95}"
9b237c3961be6d09d55ef0f1580b9ec8-GOSH_Keynote_-___s7__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,B,True,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": ""empty"", ""fix"": """", ""confidence"": 1.0}"
9b237c3961be6d09d55ef0f1580b9ec8-GOSH_Keynote_-___s7__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,A,True,False,False,False,False,,"```json
{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": ""empty"",
  ""fix"": """",
  ""confidence"": 1.0
}
```"
eaecf2fcda285772d0c4e86d9af3fd83-Peer_review_sur__s2__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,C,False,False,True,True,True,"The citation text in the bottom right corner: 'Ross-Hellauer T, Deppe A, Schmidt B (2017) Surv'","{
""present"": true,
""evidence_element"": ""The citation text in the bottom right corner: 'Ross-Hellauer T, Deppe A, Schmidt B (2017) Surv'"",
""evidence_region"": ""bottom-right"",
""fix"": ""Reduce the font size of the citation text or shorten the text to ensure it fits within the slide boundaries."",
""confide"
9b237c3961be6d09d55ef0f1580b9ec8-GOSH_Keynote_-___s7__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,C,True,False,False,False,False,,"{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": ""empty"",
  ""fix"": """",
  ""confidence"": 1.0
}"
9b237c3961be6d09d55ef0f1580b9ec8-GOSH_Keynote_-___s8__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,A,True,False,False,False,False,,"{
""present"": false,
""evidence_element"": """",
""evidence_region"": ""empty"",
""fix"": """",
""confidence"": 1.0
}"
9b237c3961be6d09d55ef0f1580b9ec8-GOSH_Keynote_-___s8__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,B,False,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": ""empty"", ""fix"": """", ""confidence"": 0.95}"
9b237c3961be6d09d55ef0f1580b9ec8-GOSH_Keynote_-___s8__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,A,False,False,False,False,False,,"```json
{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": ""empty"",
  ""fix"": """",
  ""confidence"": 0.95
}
```"
9b237c3961be6d09d55ef0f1580b9ec8-GOSH_Keynote_-___s7__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,A,False,False,True,False,False,The GOSH logo and the black text 'Gathering for Open Science Hardware' overlap with the purple title text 'Overview of the GOSH Roadmap'.,"```json
{
  ""present"": true,
  ""evidence_element"": ""The GOSH logo and the black text 'Gathering for Open Science Hardware' overlap with the purple title text 'Overview of the GOSH Roadmap'."",
  ""evidence_region"": ""center"",
  ""fix"": ""Reposition the logo and the black text block to a separate area (e."
9b237c3961be6d09d55ef0f1580b9ec8-GOSH_Keynote_-___s8__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,B,True,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": ""empty"", ""fix"": """", ""confidence"": 0.95}"
9b237c3961be6d09d55ef0f1580b9ec8-GOSH_Keynote_-___s8__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,C,False,False,False,False,False,,"{
""present"": false,
""evidence_element"": """",
""evidence_region"": ""empty"",
""fix"": """",
""confidence"": 0.95
}"
9b237c3961be6d09d55ef0f1580b9ec8-GOSH_Keynote_-___s7__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,C,False,False,True,True,True,The image element [shp113] containing the GOSH logo and text overlaps with the body text element [shp112] 'Overview of the GOSH Roadmap'.,"```json
{
  ""present"": true,
  ""evidence_element"": ""The image element [shp113] containing the GOSH logo and text overlaps with the body text element [shp112] 'Overview of the GOSH Roadmap'."",
  ""evidence_region"": ""center"",
  ""fix"": ""Move the image element [shp113] to a position where it does not cov"
9b237c3961be6d09d55ef0f1580b9ec8-GOSH_Keynote_-___s8__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,C,True,False,False,False,False,,"{
""present"": false,
""evidence_element"": """",
""evidence_region"": ""empty"",
""fix"": """",
""confidence"": 0.95
}"
5aa2630262e54a49db5680970f332b05-2024-05-Etapes___s28__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,A,False,False,False,False,False,,"```json
{
""present"": false,
""evidence_element"": """",
""evidence_region"": ""empty"",
""fix"": """",
""confidence"": 1.0
}
```"
