sample_id,defect,modality,is_clean,failure,has_defect,named_target,predicted_types,locator,confidence,other,raw,stage2_raw,level
g7_card_height_007,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,True,"[""G3_ALIGNMENT_OFFSET"",""G4_FONT_SIZE_INCONSISTENCY"",""G5_BRAND_COLOR_VIOLATION"",""G6_MARGIN_VIOLATION"",""G7_RENDER_CONTAINMENT_OVERFLOW"",""S1_TITLE_BODY_MISMATCH""]","{""element"":""List items floating outside container"",""quote"":""""}",,[],"Here is a breakdown of the design and layout problems visible on this slide:

*   **Redundant Title:** The slide has a main title ""Success Metrics"" at the top left, and then an identical sub-header ""Success Metrics"" inside the colored box. This is repetitive and wastes space.
*   **Broken List / Layout Error:** The bulleted list is visually broken. The first five items are inside the beige box, bu","{""defects"": [{""type"": ""S1_TITLE_BODY_MISMATCH"", ""locator"": ""Redundant title and sub-header""}, {""type"": ""G7_RENDER_CONTAINMENT_OVERFLOW"", ""locator"": ""List items floating outside container""}, {""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""Bullet points misaligned vertically""}, {""type"": ""G6_MARGIN_VIOLATI",page
g7_card_height_010,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,True,"[""G2_ELEMENT_OVERLAP"",""G3_ALIGNMENT_OFFSET"",""G4_FONT_SIZE_INCONSISTENCY"",""G5_BRAND_COLOR_VIOLATION"",""G7_RENDER_CONTAINMENT_OVERFLOW""]","{""element"":""List items floating outside beige box container"",""quote"":""""}",,[],"Here is a breakdown of the design and layout problems visible on this slide:

*   **Redundant Title:** The slide has a main title ""Solution Overview"" at the top left, and then the exact same text ""Solution Overview"" is repeated as a header inside the beige box. This is unnecessary repetition that clutters the slide.
*   **Broken List / Layout Error:** The bulleted list is visually broken. The firs","{
  ""defects"": [
    {
      ""type"": ""G2_ELEMENT_OVERLAP"",
      ""locator"": ""Redundant title repeated inside beige box""
    },
    {
      ""type"": ""G3_ALIGNMENT_OFFSET"",
      ""locator"": ""List items split inside and outside box""
    },
    {
      ""type"": ""G7_RENDER_CONTAINMENT_OVERFLOW"",
      ""loc",page
g7_card_height_012,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,True,"[""G3_ALIGNMENT_OFFSET"",""G7_RENDER_CONTAINMENT_OVERFLOW"",""S4_DENSITY_RULE_VIOLATION""]","{""element"":""Bullet points outside blue-bordered box"",""quote"":""""}",,"[{""text"":""Content clustered left, wasted white space right"",""raw_type"":""OTHER""},{""text"":""Lack of graphics for roadmap topic"",""raw_type"":""OTHER""}]","Here is a breakdown of the problems visible on this slide:

*   **Content Spilling Outside the Container:** The most significant layout error is that the bottom three bullet points (""Enablement & training"", ""SLA hardening"", and ""Quarterly business review"") are located **outside** the blue-bordered box. They appear to have been pushed out or the box is too short to contain the full list.
*   **Redu","{""defects"": [{""type"": ""G7_RENDER_CONTAINMENT_OVERFLOW"", ""locator"": ""Bullet points outside blue-bordered box""}, {""type"": ""S4_DENSITY_RULE_VIOLATION"", ""locator"": ""Redundant title inside blue box""}, {""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""Disjointed alignment of inside vs outside bullets""}, {""type""",page
g7_card_height_013,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,True,"[""G7_RENDER_CONTAINMENT_OVERFLOW"",""S4_DENSITY_RULE_VIOLATION""]","{""element"":""Bottom bullets outside blue box"",""quote"":""""}",,"[{""text"":""Confusing visual hierarchy due to repetition"",""raw_type"":""OTHER""},{""text"":""Inconsistent grouping of list items"",""raw_type"":""OTHER""},{""text"":""Wasted white space on right side"",""raw_type"":""OTHER""},{""text"":""Lack of graphics for roadmap topic"",""raw_type"":""OTHER""}]","Here is a breakdown of the problems visible on this slide:

*   **Content Spilling Outside the Container:** The most significant layout error is that the bottom three bullet points (""Enablement & training"", ""SLA hardening"", ""Quarterly business review"") are located **outside** the blue-bordered box. They appear to have been pushed out or the box is too short to contain the full list.
*   **Redundan","{""defects"": [{""type"": ""G7_RENDER_CONTAINMENT_OVERFLOW"", ""locator"": ""Bottom bullets outside blue box""}, {""type"": ""S4_DENSITY_RULE_VIOLATION"", ""locator"": ""Redundant title inside blue box""}, {""type"": ""OTHER"", ""locator"": ""Confusing visual hierarchy due to repetition""}, {""type"": ""OTHER"", ""locator"": ""Inco",page
g7_card_height_014,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,True,"[""G7_RENDER_CONTAINMENT_OVERFLOW""]","{""element"":""List items outside bordered box"",""quote"":""""}",,"[{""text"":""Redundant title inside bordered box"",""raw_type"":""OTHER""},{""text"":""Confusing visual grouping of list items"",""raw_type"":""OTHER""},{""text"":""Unbalanced layout with excessive empty space"",""raw_type"":""OTHER""},{""text"":""Unpolished, rough draft appearance"",""raw_type"":""OTHER""}]","Here are the problems visible on this slide:

1.  **Content Spillover / Broken Layout:** The most significant issue is that the bulleted list is split across two distinct areas. The first five items are inside a bordered box, while the last three items (""Offline eval harness"", ""Drift monitors"", ""Cost governor"") are outside the box below it. This creates a disjointed visual flow and suggests the co","{""defects"": [{""type"": ""G7_RENDER_CONTAINMENT_OVERFLOW"", ""locator"": ""List items outside bordered box""}, {""type"": ""OTHER"", ""locator"": ""Redundant title inside bordered box""}, {""type"": ""OTHER"", ""locator"": ""Confusing visual grouping of list items""}, {""type"": ""OTHER"", ""locator"": ""Unbalanced layout with ex",page
g7_card_height_015,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,True,"[""G4_FONT_SIZE_INCONSISTENCY"",""G7_RENDER_CONTAINMENT_OVERFLOW""]","{""element"":""Bottom three bullet points outside container"",""quote"":""""}",,"[{""text"":""Redundant title repeated inside content box"",""raw_type"":""OTHER""},{""text"":""Disjointed list flow due to split"",""raw_type"":""OTHER""},{""text"":""Excessive white space on right side"",""raw_type"":""OTHER""},{""text"":""Key data points lack visual emphasis"",""raw_type"":""OTHER""}]","Here is a breakdown of the problems visible on this slide:

*   **Content Spilling Outside Container:** The most significant layout error is that the bottom three bullet points (""Inference cost -31%"", ""Ticket deflection 44%"", and ""Logo retention 96%"") are located **outside the bottom border of the main content box**. This breaks the visual hierarchy and makes the slide look like a formatting error","{""defects"": [{""type"": ""G7_RENDER_CONTAINMENT_OVERFLOW"", ""locator"": ""Bottom three bullet points outside container""}, {""type"": ""OTHER"", ""locator"": ""Redundant title repeated inside content box""}, {""type"": ""OTHER"", ""locator"": ""Disjointed list flow due to split""}, {""type"": ""OTHER"", ""locator"": ""Excessive ",page
g7_card_height_016,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,True,"[""G5_BRAND_COLOR_VIOLATION"",""G7_RENDER_CONTAINMENT_OVERFLOW""]","{""element"":""Bottom bullets outside beige content box"",""quote"":""""}",,"[{""text"":""Redundant title and sub-header"",""raw_type"":""OTHER""},{""text"":""Confusing visual hierarchy due to overflow"",""raw_type"":""OTHER""},{""text"":""Excessive unused white space on right"",""raw_type"":""OTHER""},{""text"":""Weak border definition on beige box"",""raw_type"":""OTHER""}]","Here is a breakdown of the design and layout problems visible on this slide:

*   **Content Spilling Outside Container:** The most significant layout error is that the bottom three bullet points (""Inference cost -31%"", ""Ticket deflection 44%"", and ""Logo retention 96%"") are located **outside the bottom border** of the beige content box. This breaks the visual grouping and makes the slide look like ","{""defects"": [{""type"": ""G7_RENDER_CONTAINMENT_OVERFLOW"", ""locator"": ""Bottom bullets outside beige content box""}, {""type"": ""OTHER"", ""locator"": ""Redundant title and sub-header""}, {""type"": ""OTHER"", ""locator"": ""Confusing visual hierarchy due to overflow""}, {""type"": ""OTHER"", ""locator"": ""Excessive unused w",page
g7_card_height_017,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,True,"[""G5_BRAND_COLOR_VIOLATION"",""G7_RENDER_CONTAINMENT_OVERFLOW""]","{""element"":""List items below green box"",""quote"":""""}",,"[{""text"":""Redundant title inside green box"",""raw_type"":""OTHER""},{""text"":""Green box wastes horizontal space"",""raw_type"":""OTHER""},{""text"":""Bullet points visually separated from list"",""raw_type"":""OTHER""}]","Here is a breakdown of the problems visible on this slide:

*   **Content Spilling Outside the Container:** The most significant layout error is that the list items ""Offline eval harness,"" ""Drift monitors,"" and ""Cost governor"" are located **below the green box**, breaking the visual grouping. They appear to be orphaned text that was meant to be inside the box but didn't fit.
*   **Redundant Title:","{""defects"": [{""type"": ""G7_RENDER_CONTAINMENT_OVERFLOW"", ""locator"": ""List items below green box""}, {""type"": ""OTHER"", ""locator"": ""Redundant title inside green box""}, {""type"": ""OTHER"", ""locator"": ""Green box wastes horizontal space""}, {""type"": ""OTHER"", ""locator"": ""Bullet points visually separated from l",page
g7_card_height_018,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,True,"[""G3_ALIGNMENT_OFFSET"",""G5_BRAND_COLOR_VIOLATION"",""G7_RENDER_CONTAINMENT_OVERFLOW""]","{""element"":""Bottom bullets outside beige content box"",""quote"":""""}",,"[{""text"":""Redundant title repeated as sub-header"",""raw_type"":""OTHER""},{""text"":""Excessive unused white space in box"",""raw_type"":""OTHER""}]","Here is a breakdown of the problems visible on this slide:

*   **Content Spilling Outside Container:** The most significant layout error is that the bottom three bullet points (""Pilot usage-based billing,"" ""Stand up a customer council,"" and ""Ship the self-serve trial"") are located **outside** the beige content box. They are floating in the white space below the box, breaking the visual grouping a","{""defects"": [{""type"": ""G7_RENDER_CONTAINMENT_OVERFLOW"", ""locator"": ""Bottom bullets outside beige content box""}, {""type"": ""OTHER"", ""locator"": ""Redundant title repeated as sub-header""}, {""type"": ""OTHER"", ""locator"": ""Excessive unused white space in box""}, {""type"": ""G5_BRAND_COLOR_VIOLATION"", ""locator"":",page
g7_card_height_020,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,True,"[""G7_RENDER_CONTAINMENT_OVERFLOW""]","{""element"":""Bottom three bullet points outside blue box"",""quote"":""""}",,"[{""text"":""Redundant title repeated inside blue box"",""raw_type"":""OTHER""},{""text"":""Confusing visual hierarchy due to duplicate title"",""raw_type"":""OTHER""},{""text"":""Inconsistent grouping of list items by box"",""raw_type"":""OTHER""},{""text"":""Wasted white space on right side"",""raw_type"":""OTHER""},{""text"":""Lack of visual interest or graphics"",""raw_type"":""OTHER""}]","Here is a breakdown of the problems visible on this slide:

*   **Content Spilling Outside the Container:** The most significant layout error is that the bottom three bullet points (""Enablement & training"", ""SLA hardening"", ""Quarterly business review"") are located **outside** the blue-bordered box. They appear to have been pushed out or the box is too short to contain the full list.
*   **Redundan","{""defects"": [{""type"": ""G7_RENDER_CONTAINMENT_OVERFLOW"", ""locator"": ""Bottom three bullet points outside blue box""}, {""type"": ""OTHER"", ""locator"": ""Redundant title repeated inside blue box""}, {""type"": ""OTHER"", ""locator"": ""Confusing visual hierarchy due to duplicate title""}, {""type"": ""OTHER"", ""locator"":",page
g7_card_height_021,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,True,"[""G4_FONT_SIZE_INCONSISTENCY"",""G7_RENDER_CONTAINMENT_OVERFLOW""]","{""element"":""Bullet points outside blue-bordered box"",""quote"":""""}",,"[{""text"":""Redundant title and sub-header"",""raw_type"":""OTHER""},{""text"":""Unbalanced white space usage"",""raw_type"":""OTHER""},{""text"":""Lack of data visualization"",""raw_type"":""OTHER""}]","Here is a breakdown of the design and layout problems visible on this slide:

*   **Content Spilling Outside Container:** The most significant layout error is that the bottom three bullet points (""Inference cost -31%"", ""Ticket deflection 44%"", and ""Logo retention 96%"") are located **outside the blue-bordered box**. This breaks the visual grouping and makes the slide look like a formatting error oc","{""defects"": [{""type"": ""G7_RENDER_CONTAINMENT_OVERFLOW"", ""locator"": ""Bullet points outside blue-bordered box""}, {""type"": ""OTHER"", ""locator"": ""Redundant title and sub-header""}, {""type"": ""OTHER"", ""locator"": ""Unbalanced white space usage""}, {""type"": ""G4_FONT_SIZE_INCONSISTENCY"", ""locator"": ""No visual di",page
g7_card_height_022,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,True,"[""G7_RENDER_CONTAINMENT_OVERFLOW""]","{""element"":""Bullet points outside blue-bordered box"",""quote"":""""}",,"[{""text"":""Redundant title and sub-header"",""raw_type"":""OTHER""},{""text"":""Excessive white space usage"",""raw_type"":""OTHER""},{""text"":""Confusing visual hierarchy due to overflow"",""raw_type"":""OTHER""},{""text"":""Basic design lacking emphasis"",""raw_type"":""OTHER""}]","Here is a breakdown of the problems visible on this slide:

*   **Content Spilling Outside Container:** The most significant layout error is that the bottom three bullet points (""Cost attribution,"" ""Multi-tenant isolation,"" and ""Zero-downtime upgrades"") are located **outside** the blue-bordered box. They appear to have been accidentally left behind when the box was resized or moved, breaking the v","{""defects"": [{""type"": ""G7_RENDER_CONTAINMENT_OVERFLOW"", ""locator"": ""Bullet points outside blue-bordered box""}, {""type"": ""OTHER"", ""locator"": ""Redundant title and sub-header""}, {""type"": ""OTHER"", ""locator"": ""Excessive white space usage""}, {""type"": ""OTHER"", ""locator"": ""Confusing visual hierarchy due to ",page
g7_card_height_023,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,True,"[""G3_ALIGNMENT_OFFSET"",""G7_RENDER_CONTAINMENT_OVERFLOW"",""S4_DENSITY_RULE_VIOLATION""]","{""element"":""Bullet points outside blue-bordered box"",""quote"":""""}",,"[{""text"":""Wasted white space inside box"",""raw_type"":""OTHER""},{""text"":""Lack of visual aids for roadmap"",""raw_type"":""OTHER""}]","Here is a breakdown of the problems visible on this slide:

*   **Content Spilling Outside the Container:** The most significant layout error is that the bottom three bullet points (""Enablement & training"", ""SLA hardening"", and ""Quarterly business review"") are located **outside** the blue-bordered box. They appear to have been pushed out or the box is too short to contain the full list.
*   **Redu","{""defects"": [{""type"": ""G7_RENDER_CONTAINMENT_OVERFLOW"", ""locator"": ""Bullet points outside blue-bordered box""}, {""type"": ""S4_DENSITY_RULE_VIOLATION"", ""locator"": ""Redundant title inside blue box""}, {""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""Disjointed alignment of bullet points""}, {""type"": ""OTHER"", """,page
g7_card_height_019,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,True,"[""G2_ELEMENT_OVERLAP"",""G3_ALIGNMENT_OFFSET"",""G4_FONT_SIZE_INCONSISTENCY"",""G5_BRAND_COLOR_VIOLATION"",""G7_RENDER_CONTAINMENT_OVERFLOW"",""S4_DENSITY_RULE_VIOLATION""]","{""element"":""List items floating outside beige container"",""quote"":""""}",,[],"Here is a breakdown of the design and layout problems visible on this slide:

*   **Redundant Title:** The slide has a main title ""Solution Overview"" at the top left, and then the exact same text ""Solution Overview"" is repeated as a header inside the beige box. This is unnecessary repetition that clutters the slide.
*   **Broken List / Layout Error:** The bulleted list is visually broken. The firs","{
  ""defects"": [
    {
      ""type"": ""G2_ELEMENT_OVERLAP"",
      ""locator"": ""Redundant title repeated inside beige box""
    },
    {
      ""type"": ""G7_RENDER_CONTAINMENT_OVERFLOW"",
      ""locator"": ""List items floating outside beige container""
    },
    {
      ""type"": ""G3_ALIGNMENT_OFFSET"",
      ",page
g7_card_height_024,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,True,"[""G4_FONT_SIZE_INCONSISTENCY"",""G7_RENDER_CONTAINMENT_OVERFLOW""]","{""element"":""List items below beige box border"",""quote"":""""}",,"[{""text"":""Redundant title inside and outside box"",""raw_type"":""OTHER""}]","Here is a breakdown of the problems visible on this slide:

*   **Content Spilling Outside the Container:** The most significant layout error is that the list items ""Enablement & training,"" ""SLA hardening,"" and ""Quarterly business review"" are located **below the bottom border of the beige box**. They appear to have been pushed out of the container, breaking the visual grouping.
*   **Redundant Tit","{""defects"": [{""type"": ""G7_RENDER_CONTAINMENT_OVERFLOW"", ""locator"": ""List items below beige box border""}, {""type"": ""OTHER"", ""locator"": ""Redundant title inside and outside box""}, {""type"": ""G4_FONT_SIZE_INCONSISTENCY"", ""locator"": ""Sub-header same size as bullet points""}]}",page
g7_card_height_027,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,True,"[""G3_ALIGNMENT_OFFSET"",""G7_RENDER_CONTAINMENT_OVERFLOW""]","{""element"":""Bullet points outside green container"",""quote"":""""}",,"[{""text"":""Redundant title and sub-header"",""raw_type"":""OTHER""}]","Here is a breakdown of the problems visible on this slide:

*   **Content Spilling Outside the Container:** The most significant layout error is that the bottom three bullet points (""Pilot usage-based billing,"" ""Stand up a customer council,"" and ""Ship the self-serve trial"") are located **outside** the green-bordered box. They appear to have been pushed out because the box is too short to contain t","{""defects"": [{""type"": ""G7_RENDER_CONTAINMENT_OVERFLOW"", ""locator"": ""Bullet points outside green container""}, {""type"": ""OTHER"", ""locator"": ""Redundant title and sub-header""}, {""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""Misaligned bullet points across container""}]}",page
