sample_id,defect,modality,is_clean,failure,has_defect,named_target,predicted_types,locator,confidence,other,raw,stage2_raw,level
part2_logistics_visibility_3_G1_TEXT_OVERFLOW_4_0042__template,G1_TEXT_OVERFLOW,A,False,False,True,False,"[""G2_ELEMENT_OVERLAP"",""G3_ALIGNMENT_OFFSET"",""G4_FONT_SIZE_INCONSISTENCY"",""G6_MARGIN_VIOLATION"",""S5_MISSING_LOGIC_SECTION""]",,,[],"Looking at this slide, here are the issues:

1. **Title placement and alignment**: The title ""ShipEye tracks every leg XX"" is left-aligned but positioned too far from the left edge, creating an awkward gap. It should either be centered or aligned with consistent left margin.

2. **Inconsistent spacing between elements**: There's significant vertical white space between the title box and the first ","{""defects"": [{""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""Title displaced from alignment group""}, {""type"": ""G6_MARGIN_VIOLATION"", ""locator"": ""Content bleeds into safe margin area""}, {""type"": ""G2_ELEMENT_OVERLAP"", ""locator"": ""Elements lack proper spacing causing overlap""}, {""type"": ""G4_FONT_SIZE_INCON",page
part2_marketing_attribution_1_G1_TEXT_OVERFLOW_32_0045__freeform,G1_TEXT_OVERFLOW,A,False,False,True,False,"[""G2_ELEMENT_OVERLAP"",""G3_ALIGNMENT_OFFSET"",""G5_BRAND_COLOR_VIOLATION"",""G6_MARGIN_VIOLATION""]",,,[],"The slide has several significant design and layout issues:

1.  **Title Box:** The title ""XXX Spend is hard to attribute"" is contained within a box that has a visible, thick black border. This is visually jarring and looks like a default text box from a word processor rather than a polished presentation element.
2.  **List Items:** The three bullet points (""Risks are tracked weekly"", ""Attrib has ","{
  ""defects"": [
    {""type"": ""G5_BRAND_COLOR_VIOLATION"", ""locator"": ""Title box has jarring thick black border""},
    {""type"": ""G2_ELEMENT_OVERLAP"", ""locator"": ""List items fragmented in separate boxes""},
    {""type"": ""G6_MARGIN_VIOLATION"", ""locator"": ""Awkward white space between title and list""},
  ",page
part2_logistics_visibility_4_G1_TEXT_OVERFLOW_32_0043__freeform,G1_TEXT_OVERFLOW,A,False,False,True,False,"[""G4_FONT_SIZE_INCONSISTENCY"",""G5_BRAND_COLOR_VIOLATION"",""G6_MARGIN_VIOLATION""]",,,[],"The slide has several design and layout issues that make it look unprofessional and low-quality:

1.  **Title Box:** The title ""XXX ShipEye impact on on-time delivery"" is contained within a light gray box that has a visible, thick black border. This is a major design flaw as it looks like a default text box from a word processor or spreadsheet, not a polished presentation slide. The border is too ","{""defects"": [{""type"": ""G6_MARGIN_VIOLATION"", ""locator"": ""Thick black border breaks visual flow""}, {""type"": ""G6_MARGIN_VIOLATION"", ""locator"": ""Large empty white space below list""}, {""type"": ""G4_FONT_SIZE_INCONSISTENCY"", ""locator"": ""Title and list items lack hierarchy""}, {""type"": ""G5_BRAND_COLOR_VIOLA",page
part2_logistics_visibility_3_G1_TEXT_OVERFLOW_32_0042__template,G1_TEXT_OVERFLOW,A,False,False,True,False,"[""G3_ALIGNMENT_OFFSET"",""G4_FONT_SIZE_INCONSISTENCY"",""G6_MARGIN_VIOLATION"",""S1_TITLE_BODY_MISMATCH""]",,,"[{""text"":""Slide lacks engaging design elements"",""raw_type"":""OTHER""}]","Looking at this slide, here are the issues:

1. **Title placement and alignment**: The title ""XXX ShipEye tracks every leg"" is left-aligned but positioned too far from the left edge of the slide, creating an awkward gap. It should either be centered or aligned with consistent left margin.

2. **Inconsistent spacing between elements**: There's significant vertical white space between the title box ","{
  ""defects"": [
    {""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""Title displaced from alignment group""},
    {""type"": ""G6_MARGIN_VIOLATION"", ""locator"": ""Content bleeds into safe margin area""},
    {""type"": ""G6_MARGIN_VIOLATION"", ""locator"": ""Bottom space creates unbalanced layout""},
    {""type"": ""G4_",page
part2_marketing_attribution_1_G1_TEXT_OVERFLOW_32_0045__template,G1_TEXT_OVERFLOW,A,False,False,True,False,"[""G3_ALIGNMENT_OFFSET"",""G4_FONT_SIZE_INCONSISTENCY"",""G5_BRAND_COLOR_VIOLATION"",""S1_TITLE_BODY_MISMATCH""]",,,[],"Based on a review of the visible elements in this slide, here are the problems:

*   **Title Spacing:** The title ""Spend is hard to attribute XXX"" has excessive vertical space between it and the first bullet point, creating a disconnected and unbalanced layout.
*   **Text Spacing:** There is inconsistent and excessive vertical spacing between the individual bullet points (""Risks are tracked weekly","{
  ""defects"": [
    {""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""Title disconnected from first bullet point""},
    {""type"": ""G4_FONT_SIZE_INCONSISTENCY"", ""locator"": ""Inconsistent vertical spacing between bullet points""},
    {""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""Text boxes not aligned to slide",page
part2_marketing_attribution_2_G1_TEXT_OVERFLOW_4_0046__freeform,G1_TEXT_OVERFLOW,A,False,False,True,False,"[""G3_ALIGNMENT_OFFSET"",""G6_MARGIN_VIOLATION"",""G7_RENDER_CONTAINMENT_OVERFLOW""]",,,[],"The slide has several significant design and layout issues:

1.  **Title Box Overflow:** The title ""XX How Attrib models touchpoints"" is contained within a light gray box that extends beyond the left and top edges of the slide frame. This is a clear layout error where content spills outside its intended container.
2.  **Inconsistent List Formatting:** The three bullet points (""Adoption grew month ","{
  ""defects"": [
    {""type"": ""G7_RENDER_CONTAINMENT_OVERFLOW"", ""locator"": ""Title box content spills outside slide frame""},
    {""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""List items are misaligned horizontally""},
    {""type"": ""G6_MARGIN_VIOLATION"", ""locator"": ""Excessive vertical white space between",page
part2_marketing_attribution_1_G1_TEXT_OVERFLOW_4_0045__freeform,G1_TEXT_OVERFLOW,A,False,False,True,True,"[""G1_TEXT_OVERFLOW"",""G3_ALIGNMENT_OFFSET"",""G5_BRAND_COLOR_VIOLATION"",""G6_MARGIN_VIOLATION""]","{""element"":""Title text spills over container edge"",""quote"":""""}",,"[{""text"":""Generic design lacks visual hierarchy"",""raw_type"":""OTHER""}]","Looking at this slide, there are several significant design and layout issues:

1.  **Title Spillover:** The title ""Spend is hard to attribute XX"" is not fully contained within its text box. The ""XX"" at the end of the title is visibly spilling over the right edge of the light gray title box.
2.  **Inconsistent Text Alignment:** The text inside the three main content boxes is left-aligned, but the ","{
  ""defects"": [
    {""type"": ""G1_TEXT_OVERFLOW"", ""locator"": ""Title text spills over container edge""},
    {""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""Title alignment differs from body text""},
    {""type"": ""G6_MARGIN_VIOLATION"", ""locator"": ""Content boxes stacked with no spacing""},
    {""type"": ""G5_B",page
part2_marketing_attribution_5_G1_TEXT_OVERFLOW_32_0049__freeform,G1_TEXT_OVERFLOW,A,False,False,False,False,[],,,[],NO PROBLEMS,,page
part2_marketing_attribution_5_G1_TEXT_OVERFLOW_32_0049__template,G1_TEXT_OVERFLOW,A,False,False,False,False,[],,,[],NO PROBLEMS,,page
part2_marketing_attribution_5_G1_TEXT_OVERFLOW_4_0049__freeform,G1_TEXT_OVERFLOW,A,False,False,False,False,[],,,[],NO PROBLEMS,,page
part2_marketing_attribution_5_G1_TEXT_OVERFLOW_4_0049__template,G1_TEXT_OVERFLOW,A,False,False,False,False,[],,,[],NO PROBLEMS,,page
part2_marketing_attribution_2_G1_TEXT_OVERFLOW_4_0046__template,G1_TEXT_OVERFLOW,A,False,False,True,False,"[""G3_ALIGNMENT_OFFSET"",""G4_FONT_SIZE_INCONSISTENCY"",""G6_MARGIN_VIOLATION"",""G7_RENDER_CONTAINMENT_OVERFLOW""]",,,"[{""text"":""Lack of visual hierarchy in slide structure"",""raw_type"":""OTHER""}]","The slide has several significant design and layout issues that make it look unprofessional and difficult to read:

1.  **Title Spillover:** The title text ""How Attrib models touchpoints XX"" is not contained within its box. The letters ""XX"" at the end of the title are visibly spilling over the right edge of the light blue title bar, breaking the container's boundary.
2.  **Poor Spacing:** There is","{
  ""defects"": [
    {""type"": ""G7_RENDER_CONTAINMENT_OVERFLOW"", ""locator"": ""Title text spills over container boundary""},
    {""type"": ""G6_MARGIN_VIOLATION"", ""locator"": ""Excessive vertical white space between elements""},
    {""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""Inconsistent text alignment betw",page
part2_marketing_attribution_3_G1_TEXT_OVERFLOW_32_0047__freeform,G1_TEXT_OVERFLOW,A,False,False,True,False,"[""G4_FONT_SIZE_INCONSISTENCY"",""G6_MARGIN_VIOLATION"",""G7_RENDER_CONTAINMENT_OVERFLOW""]",,,[],"This slide has several significant design and layout issues that make it look unprofessional and low-quality:

1.  **Title Box Spillover:** The title ""XXX Attrib evidence from the pilot"" is contained within a light gray box. The right edge of this box is cut off by the right margin of the slide, causing the text to spill outside its intended container. This is a clear layout error.
2.  **Inconsist","{""defects"": [{""type"": ""G7_RENDER_CONTAINMENT_OVERFLOW"", ""locator"": ""Title box text spills outside container""}, {""type"": ""G6_MARGIN_VIOLATION"", ""locator"": ""Large empty space disrupts visual flow""}, {""type"": ""G4_FONT_SIZE_INCONSISTENCY"", ""locator"": ""Bullet points lack visual hierarchy""}, {""type"": ""G4_",page
part2_marketing_attribution_2_G1_TEXT_OVERFLOW_32_0046__freeform,G1_TEXT_OVERFLOW,A,False,False,True,False,"[""G3_ALIGNMENT_OFFSET"",""G4_FONT_SIZE_INCONSISTENCY"",""G5_BRAND_COLOR_VIOLATION"",""G6_MARGIN_VIOLATION""]",,,[],"The slide has several significant design and layout issues that make it look unprofessional and low-quality:

1.  **Title Formatting:** The title ""XXX How Attrib models touchpoints"" is poorly formatted. The ""XXX"" appears to be a placeholder or an error, and the text is not aligned properly within its container, causing it to look like it's spilling out of a box.
2.  **Inconsistent Spacing:** There","{
  ""defects"": [
    {""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""Title text spills out of container""},
    {""type"": ""G6_MARGIN_VIOLATION"", ""locator"": ""Large empty space below bullet points""},
    {""type"": ""G5_BRAND_COLOR_VIOLATION"", ""locator"": ""Pale blue background lacks contrast""},
    {""type"": ""G4",page
part2_marketing_attribution_4_G1_TEXT_OVERFLOW_32_0048__template,G1_TEXT_OVERFLOW,A,False,False,True,True,"[""G1_TEXT_OVERFLOW"",""G3_ALIGNMENT_OFFSET"",""G5_BRAND_COLOR_VIOLATION"",""G6_MARGIN_VIOLATION""]","{""element"":""Title text spills over container edge"",""quote"":""""}",,"[{""text"":""Layout lacks visual hierarchy and design interest"",""raw_type"":""OTHER""}]","This slide has several significant design and layout issues that make it look unprofessional and difficult to read:

1.  **Title Spillover:** The title text ""XXX Rolling Attrib out by channel"" is not contained within its box. The text clearly spills over the right edge of the light blue title bar, breaking the container's boundary.
2.  **Poor Spacing:** There is a massive, empty white space in the","{""defects"": [{""type"": ""G1_TEXT_OVERFLOW"", ""locator"": ""Title text spills over container edge""}, {""type"": ""G6_MARGIN_VIOLATION"", ""locator"": ""Content boxes clustered leaving empty space""}, {""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""Vertical spacing between boxes is inconsistent""}, {""type"": ""G5_BRAND_C",page
part2_marketing_attribution_3_G1_TEXT_OVERFLOW_4_0047__freeform,G1_TEXT_OVERFLOW,A,False,False,True,False,"[""G3_ALIGNMENT_OFFSET"",""G6_MARGIN_VIOLATION"",""G7_RENDER_CONTAINMENT_OVERFLOW""]",,,[],"This slide has several significant design and layout issues that make it look unprofessional and low-quality:

1.  **Title Box Overflow:** The title ""XX Attrib evidence from the pilot"" is contained within a light gray box that extends beyond the left and top edges of the slide frame. This is a critical layout error where content spills outside its intended container.
2.  **Inconsistent Spacing:** ","{""defects"": [{""type"": ""G7_RENDER_CONTAINMENT_OVERFLOW"", ""locator"": ""Title box content spills outside slide frame""}, {""type"": ""G6_MARGIN_VIOLATION"", ""locator"": ""Title box bleeds beyond safe slide margins""}, {""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""Bullet boxes displaced from left slide edge""}, {""t",page
part2_marketing_attribution_3_G1_TEXT_OVERFLOW_4_0047__template,G1_TEXT_OVERFLOW,A,False,False,True,False,"[""G3_ALIGNMENT_OFFSET"",""G4_FONT_SIZE_INCONSISTENCY"",""G5_BRAND_COLOR_VIOLATION""]",,,[],"This slide has several significant design and layout issues that make it look unprofessional and difficult to read. Here is a breakdown of the problems:

*   **Poor Hierarchy and Spacing:** The title, ""Attrib evidence from the pilot XX,"" is visually disconnected from the content below it. There is a massive, empty white space between the title box and the first bullet point, which breaks the visua","{
  ""defects"": [
    {""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""Title disconnected from content below""},
    {""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""Vertical spacing between bullet points inconsistent""},
    {""type"": ""G4_FONT_SIZE_INCONSISTENCY"", ""locator"": ""Title and bullets use identical styl",page
part2_marketing_attribution_2_G1_TEXT_OVERFLOW_32_0046__template,G1_TEXT_OVERFLOW,A,False,False,True,False,"[""G3_ALIGNMENT_OFFSET"",""G5_BRAND_COLOR_VIOLATION"",""G6_MARGIN_VIOLATION""]",,,[],"The slide has several significant design and layout issues that make it look unprofessional and difficult to read:

1.  **Title Spacing:** The title ""How Attrib models touchpoints XXX"" is too close to the top edge of the slide. There is insufficient white space above it, which makes the slide feel cramped at the top.
2.  **Text Alignment:** All text elements (the title and the three bullet points)","{""defects"": [{""type"": ""G6_MARGIN_VIOLATION"", ""locator"": ""Title too close to top edge""}, {""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""Text should be centered for balance""}, {""type"": ""G6_MARGIN_VIOLATION"", ""locator"": ""Inconsistent vertical spacing between elements""}, {""type"": ""G5_BRAND_COLOR_VIOLATION""",page
part2_marketing_attribution_4_G1_TEXT_OVERFLOW_32_0048__freeform,G1_TEXT_OVERFLOW,A,False,False,True,False,"[""G2_ELEMENT_OVERLAP"",""G3_ALIGNMENT_OFFSET"",""G5_BRAND_COLOR_VIOLATION"",""G6_MARGIN_VIOLATION""]",,,[],"The slide has several issues that make it look low-quality and unprofessional:

1.  **Title Spacing:** The title ""Rolling Attrib out by channel XXX"" has excessive vertical space between the words ""channel"" and ""XXX"". This breaks the visual flow of the title.
2.  **Inconsistent List Formatting:** The three bullet points are not formatted as a proper list. They are presented as separate, unconnected","{""defects"": [{""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""Title words have excessive vertical spacing.""}, {""type"": ""G2_ELEMENT_OVERLAP"", ""locator"": ""List items are unconnected text blocks.""}, {""type"": ""G5_BRAND_COLOR_VIOLATION"", ""locator"": ""Light blue background adds visual clutter.""}, {""type"": ""G3_A",page
part2_marketing_attribution_3_G1_TEXT_OVERFLOW_32_0047__template,G1_TEXT_OVERFLOW,A,False,False,True,False,"[""G3_ALIGNMENT_OFFSET"",""G4_FONT_SIZE_INCONSISTENCY"",""G5_BRAND_COLOR_VIOLATION"",""G6_MARGIN_VIOLATION"",""G7_RENDER_CONTAINMENT_OVERFLOW""]",,,[],"This slide has several significant design and layout issues that make it look unprofessional and difficult to read.

Here is a breakdown of the problems:

*   **Poor Use of White Space:** The slide is extremely sparse. There is a massive amount of empty white space below the content boxes, which makes the slide feel incomplete and poorly utilized. The content is clustered at the top, leaving the b","{""defects"": [{""type"": ""G6_MARGIN_VIOLATION"", ""locator"": ""Content clustered at top, leaving dead space.""}, {""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""Vertical spacing between boxes is inconsistent.""}, {""type"": ""G4_FONT_SIZE_INCONSISTENCY"", ""locator"": ""Title and bullets use same font size.""}, {""type""",page
part2_marketing_attribution_4_G1_TEXT_OVERFLOW_4_0048__freeform,G1_TEXT_OVERFLOW,A,False,False,True,False,"[""G2_ELEMENT_OVERLAP"",""G3_ALIGNMENT_OFFSET"",""G6_MARGIN_VIOLATION""]",,,[],"The slide has several significant design and layout issues that make it look unprofessional and hard to read:

1.  **Title Spacing:** The title ""Rolling Attrib out by channel XX"" is too close to the top edge of the slide. There is insufficient white space above it.
2.  **Title Box:** The title is enclosed in a light gray box that appears to be a screenshot of a text field or input box, not a stand","{
  ""defects"": [
    {""type"": ""G6_MARGIN_VIOLATION"", ""locator"": ""Title too close to top edge""},
    {""type"": ""G2_ELEMENT_OVERLAP"", ""locator"": ""Title box looks like screenshot""},
    {""type"": ""G2_ELEMENT_OVERLAP"", ""locator"": ""List items in separate boxes""},
    {""type"": ""G6_MARGIN_VIOLATION"", ""locato",page
part2_marketing_attribution_4_G1_TEXT_OVERFLOW_4_0048__template,G1_TEXT_OVERFLOW,A,False,False,True,False,"[""G3_ALIGNMENT_OFFSET"",""G4_FONT_SIZE_INCONSISTENCY"",""G6_MARGIN_VIOLATION""]",,,[],"Looking at this slide, here are the concrete problems:

1.  **Title Spacing:** The title ""Rolling Attrib out by channel XX"" has excessive vertical space between it and the first content box. There is a large, empty white gap separating the title box from the ""Attrib is saturated at peak demand"" box.
2.  **Content Box Spacing:** The three content boxes (""Attrib is saturated..."", ""A refresh is due..","{""defects"": [{""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""Title displaced from alignment group""}, {""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""Content boxes not aligned to left edge""}, {""type"": ""G4_FONT_SIZE_INCONSISTENCY"", ""locator"": ""Title and content font sizes inconsistent""}, {""type"": ""G6_MARGIN_V",page
part2_network_observability_2_G1_TEXT_OVERFLOW_32_0051__freeform,G1_TEXT_OVERFLOW,A,False,False,True,True,"[""G1_TEXT_OVERFLOW"",""G3_ALIGNMENT_OFFSET"",""G6_MARGIN_VIOLATION""]","{""element"":""Title text spills outside container"",""quote"":""""}",,"[{""text"":""Lack of visual hierarchy and cues"",""raw_type"":""OTHER""}]","Based on a review of the visible elements in this slide, here are the problems:

*   **Title Box Spillover:** The title box containing ""XXX One pane with TraceGrid"" is too narrow. The text ""One pane"" is cut off by the right edge of the box, causing the text to spill outside its designated container.
*   **Inconsistent Spacing:** There is a large, empty vertical gap between the title section and th","{
  ""defects"": [
    {""type"": ""G1_TEXT_OVERFLOW"", ""locator"": ""Title text spills outside container""},
    {""type"": ""G6_MARGIN_VIOLATION"", ""locator"": ""Large gap creates disjointed flow""},
    {""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""List items not aligned to left""},
    {""type"": ""OTHER"", ""locator"":",page
part2_network_observability_1_G1_TEXT_OVERFLOW_32_0050__template,G1_TEXT_OVERFLOW,A,False,False,True,False,"[""G3_ALIGNMENT_OFFSET"",""G4_FONT_SIZE_INCONSISTENCY"",""G5_BRAND_COLOR_VIOLATION"",""G6_MARGIN_VIOLATION""]",,,[],"This slide has several significant design and layout issues that make it look unprofessional and difficult to read:

1.  **Title Spacing:** The title ""Outages are hard to diagnose XXX"" is positioned too far down in the slide, leaving a large, wasted amount of white space above it. It should be closer to the top edge.
2.  **Inconsistent Spacing Between Elements:** The vertical spacing between the t","{""defects"": [{""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""Title positioned too far down""}, {""type"": ""G3_ALIGNMENT_OFFSET"", ""locator"": ""Inconsistent spacing between title and bullets""}, {""type"": ""G6_MARGIN_VIOLATION"", ""locator"": ""Bottom half empty wastes space""}, {""type"": ""G4_FONT_SIZE_INCONSISTENCY"",",page
part2_network_observability_2_G1_TEXT_OVERFLOW_32_0051__template,G1_TEXT_OVERFLOW,A,False,False,True,False,"[""G4_FONT_SIZE_INCONSISTENCY"",""G5_BRAND_COLOR_VIOLATION"",""G6_MARGIN_VIOLATION""]",,,[],"Based on a review of the visible elements in this slide, here are the problems:

*   **Poor Spacing and Repetition:** The three content boxes (""Risks are tracked weekly"", ""TraceGrid has a clear rollback path"", ""Compliance reviewed the design"") are stacked directly on top of each other with almost no vertical space between them. This creates a cluttered, list-like appearance that is hard to scan.
*","{
  ""defects"": [
    {""type"": ""G6_MARGIN_VIOLATION"", ""locator"": ""Content boxes stacked with no vertical space.""},
    {""type"": ""G4_FONT_SIZE_INCONSISTENCY"", ""locator"": ""Title box height inconsistent with content boxes.""},
    {""type"": ""G5_BRAND_COLOR_VIOLATION"", ""locator"": ""Low contrast dark grey te",page
