sample_id,defect,modality,is_clean,failure,has_defect,named_target,predicted_types,locator,confidence,other,raw,stage2_raw,level
g7_card_height_010,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,True,"[""G3_ALIGNMENT_OFFSET"",""G5_BRAND_COLOR_VIOLATION"",""G7_RENDER_CONTAINMENT_OVERFLOW""]","{""element"":""orange box clipping feature list"",""quote"":""""}",,"[{""text"":""redundant 'Solution Overview' text"",""raw_type"":""OTHER""},{""text"":""unbalanced negative space on right"",""raw_type"":""OTHER""}]","This slide has several significant design and layout issues:

**1. Redundancy (Text)**
*   **Header/Title:** The phrase ""Solution Overview"" is repeated three times: once as the main slide title, once as a sub-header inside the orange box, and once as the conceptual theme of the list. This is redundant and wastes space.

**2. Layout and Containment (The Orange Box)**
*   **Arbitrary Clipping:** The","```json
{
  ""defects"": [
    {
      ""type"": ""OTHER"",
      ""locator"": ""redundant 'Solution Overview' text""
    },
    {
      ""type"": ""G7_RENDER_CONTAINMENT_OVERFLOW"",
      ""locator"": ""orange box clipping feature list""
    },
    {
      ""type"": ""G3_ALIGNMENT_OFFSET"",
      ""locator"": ""inconsisten",page
g7_card_height_012,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,False,"[""G1_TEXT_OVERFLOW"",""G3_ALIGNMENT_OFFSET""]",,,"[{""text"":""redundant repetition of Implementation Roadmap"",""raw_type"":""OTHER""},{""text"":""roadmap visualized as list instead of timeline"",""raw_type"":""OTHER""},{""text"":""missing dates, milestones, or owners"",""raw_type"":""OTHER""}]","This slide has several significant design and layout failures:

**1. Content Overflow (Critical)**
*   **Bottom-left region:** Three bullet points (""Enablement & training,"" ""SLA hardening,"" and ""Quarterly business review"") are spilling outside the blue border of the content box. This is a major layout error.

**2. Redundancy**
*   **Top of slide / Top of box:** The phrase ""Implementation Roadmap"" ","```json
{
  ""defects"": [
    {
      ""type"": ""G1_TEXT_OVERFLOW"",
      ""locator"": ""bottom-left bullet points spilling outside blue border""
    },
    {
      ""type"": ""OTHER"",
      ""locator"": ""redundant repetition of Implementation Roadmap""
    },
    {
      ""type"": ""OTHER"",
      ""locator"": ""roadm",page
g7_card_height_008,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,True,"[""G3_ALIGNMENT_OFFSET"",""G5_BRAND_COLOR_VIOLATION"",""G7_RENDER_CONTAINMENT_OVERFLOW""]","{""element"":""bullets floating outside orange box"",""quote"":""""}",,"[{""text"":""redundant phrase 'Q3 Go-to-Market Plan'"",""raw_type"":""OTHER""},{""text"":""lack of visual hierarchy in list"",""raw_type"":""OTHER""}]","This slide has several significant design and layout failures:

**1. Redundancy (Text)**
*   **Header/Box Title:** The phrase ""Q3 Go-to-Market Plan"" is repeated three times: once as the main slide title, once as the header inside the orange box, and once as the implied subject of the list. This is redundant and wastes space.

**2. Layout and Containment (The Orange Box)**
*   **Broken Containment:","```json
{
  ""defects"": [
    {
      ""type"": ""OTHER"",
      ""locator"": ""redundant phrase 'Q3 Go-to-Market Plan'""
    },
    {
      ""type"": ""G7_RENDER_CONTAINMENT_OVERFLOW"",
      ""locator"": ""bullets floating outside orange box""
    },
    {
      ""type"": ""G3_ALIGNMENT_OFFSET"",
      ""locator"": ""tex",page
g7_card_height_013,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,False,"[""G1_TEXT_OVERFLOW"",""G3_ALIGNMENT_OFFSET""]",,,"[{""text"":""redundant repetition of Implementation Roadmap"",""raw_type"":""OTHER""},{""text"":""roadmap visualized as list instead of timeline"",""raw_type"":""OTHER""},{""text"":""missing dates, milestones, or owners"",""raw_type"":""OTHER""}]","This slide has several significant design and layout failures:

**1. Content Overflow (Critical)**
*   **Bottom-left region:** Three bullet points (""Enablement & training,"" ""SLA hardening,"" and ""Quarterly business review"") are spilling outside the blue border of the content box. This is a major layout error.

**2. Redundancy**
*   **Top of slide / Top of box:** The phrase ""Implementation Roadmap"" ","```json
{
  ""defects"": [
    {
      ""type"": ""G1_TEXT_OVERFLOW"",
      ""locator"": ""bottom-left bullet points spilling outside blue border""
    },
    {
      ""type"": ""OTHER"",
      ""locator"": ""redundant repetition of Implementation Roadmap""
    },
    {
      ""type"": ""OTHER"",
      ""locator"": ""roadm",page
g7_card_height_016,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,True,"[""G3_ALIGNMENT_OFFSET"",""G7_RENDER_CONTAINMENT_OVERFLOW""]","{""element"":""orange border box cutting off bullet points"",""quote"":""""}",,"[{""text"":""repeated text 'Success Metrics'"",""raw_type"":""OTHER""},{""text"":""non-functional orange box layout"",""raw_type"":""OTHER""}]","- **Layout/Containment:** The orange border box is incorrectly sized. It cuts off the last three bullet points (""Inference cost,"" ""Ticket deflection,"" and ""Logo retention""), leaving them floating outside the container.
- **Redundancy:** The text ""Success Metrics"" is repeated twice—once as the main slide title and again as a header inside the orange box.
- **Alignment/Spacing:** There is an inconsi","```json
{
  ""defects"": [
    {
      ""type"": ""G7_RENDER_CONTAINMENT_OVERFLOW"",
      ""locator"": ""orange border box cutting off bullet points""
    },
    {
      ""type"": ""OTHER"",
      ""locator"": ""repeated text 'Success Metrics'""
    },
    {
      ""type"": ""G3_ALIGNMENT_OFFSET"",
      ""locator"": ""gap",page
g7_card_height_015,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,False,"[""G1_TEXT_OVERFLOW"",""G3_ALIGNMENT_OFFSET""]",,,"[{""text"":""redundant 'Success Metrics' title and header"",""raw_type"":""OTHER""},{""text"":""excessive white space at bottom of slide"",""raw_type"":""OTHER""},{""text"":""disjointed grey border excluding final metrics"",""raw_type"":""OTHER""},{""text"":""lack of visual emphasis on key numbers"",""raw_type"":""OTHER""}]","This slide has several significant design and layout failures:

**1. Content Overflow (Critical)**
*   **Bottom-left region:** Three bullet points (""Inference cost,"" ""Ticket deflection,"" and ""Logo retention"") are spilling outside the boundary of the containing box. This is a major layout error.

**2. Redundancy**
*   **Top-left region:** The phrase ""Success Metrics"" is repeated twice—once as the m","```json
{
  ""defects"": [
    {
      ""type"": ""G1_TEXT_OVERFLOW"",
      ""locator"": ""bottom-left bullet points spilling outside box""
    },
    {
      ""type"": ""OTHER"",
      ""locator"": ""redundant 'Success Metrics' title and header""
    },
    {
      ""type"": ""G3_ALIGNMENT_OFFSET"",
      ""locator"": ""i",page
g7_card_height_014,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,True,"[""G3_ALIGNMENT_OFFSET"",""G7_RENDER_CONTAINMENT_OVERFLOW""]","{""element"":""bullet points spilling outside bottom border"",""quote"":""""}",,"[{""text"":""redundant header and box title"",""raw_type"":""OTHER""},{""text"":""missing architectural diagrams or visuals"",""raw_type"":""OTHER""},{""text"":""lack of typographic emphasis or categorization"",""raw_type"":""OTHER""}]","This slide is low-quality and appears to be a rough draft. Here are the specific issues:

**1. Redundancy (Text)**
*   **Header vs. Box Title:** The phrase ""Platform Architecture"" is repeated twice—once as the main slide title and again as a header inside the box. This is redundant and wastes space.

**2. Layout and Containment (Box/Border)**
*   **Arbitrary Border:** There is a thin grey box surr","```json
{
  ""defects"": [
    {
      ""type"": ""OTHER"",
      ""locator"": ""redundant header and box title""
    },
    {
      ""type"": ""G7_RENDER_CONTAINMENT_OVERFLOW"",
      ""locator"": ""bullet points spilling outside bottom border""
    },
    {
      ""type"": ""OTHER"",
      ""locator"": ""missing architect",page
g7_card_height_017,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,True,"[""G3_ALIGNMENT_OFFSET"",""G5_BRAND_COLOR_VIOLATION"",""G7_RENDER_CONTAINMENT_OVERFLOW""]","{""element"":""poor padding inside green box"",""quote"":""""}",,"[{""text"":""redundant header and box title"",""raw_type"":""OTHER""},{""text"":""unbalanced layout with excessive white space"",""raw_type"":""OTHER""},{""text"":""ineffective list for architecture communication"",""raw_type"":""OTHER""}]","This slide has several significant design and layout issues:

**1. Redundancy (Text)**
*   **Header vs. Box Title:** The phrase ""Platform Architecture"" is repeated twice—once as the main slide title and again as the title inside the green box. This is redundant and wastes space.

**2. Layout and Containment (The Green Box)**
*   **Broken List Logic:** The list of components is split arbitrarily. F","```json
{
  ""defects"": [
    {
      ""type"": ""OTHER"",
      ""locator"": ""redundant header and box title""
    },
    {
      ""type"": ""G7_RENDER_CONTAINMENT_OVERFLOW"",
      ""locator"": ""poor padding inside green box""
    },
    {
      ""type"": ""G3_ALIGNMENT_OFFSET"",
      ""locator"": ""misaligned bullet ",page
g7_card_height_019,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,True,"[""G3_ALIGNMENT_OFFSET"",""G5_BRAND_COLOR_VIOLATION"",""G7_RENDER_CONTAINMENT_OVERFLOW""]","{""element"":""orange box clipping feature list"",""quote"":""""}",,"[{""text"":""redundant 'Solution Overview' text"",""raw_type"":""OTHER""},{""text"":""unbalanced negative space on right"",""raw_type"":""OTHER""}]","This slide has several significant design and layout issues:

**1. Redundancy (Text)**
*   **Header/Title:** The phrase ""Solution Overview"" is repeated three times: once as the main slide title, once as a sub-header inside the orange box, and once as the conceptual theme of the list. This is redundant and wastes space.

**2. Layout and Containment (The Orange Box)**
*   **Arbitrary Clipping:** The","```json
{
  ""defects"": [
    {
      ""type"": ""OTHER"",
      ""locator"": ""redundant 'Solution Overview' text""
    },
    {
      ""type"": ""G7_RENDER_CONTAINMENT_OVERFLOW"",
      ""locator"": ""orange box clipping feature list""
    },
    {
      ""type"": ""G3_ALIGNMENT_OFFSET"",
      ""locator"": ""inconsisten",page
g7_card_height_018,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,True,"[""G3_ALIGNMENT_OFFSET"",""G5_BRAND_COLOR_VIOLATION"",""G7_RENDER_CONTAINMENT_OVERFLOW""]","{""element"":""bullets floating outside orange box"",""quote"":""""}",,"[{""text"":""redundant phrase 'Q3 Go-to-Market Plan'"",""raw_type"":""OTHER""},{""text"":""lack of visual hierarchy in bullets"",""raw_type"":""OTHER""}]","This slide has several significant design and layout failures:

**1. Redundancy (Text)**
*   **Header/Box Title:** The phrase ""Q3 Go-to-Market Plan"" is repeated three times: once as the main slide title, once as the header inside the orange box, and once as the implied subject of the list. This is redundant and wastes space.

**2. Layout and Containment (The Orange Box)**
*   **Broken Containment:","```json
{
  ""defects"": [
    {
      ""type"": ""OTHER"",
      ""locator"": ""redundant phrase 'Q3 Go-to-Market Plan'""
    },
    {
      ""type"": ""G7_RENDER_CONTAINMENT_OVERFLOW"",
      ""locator"": ""bullets floating outside orange box""
    },
    {
      ""type"": ""G3_ALIGNMENT_OFFSET"",
      ""locator"": ""inc",page
g7_card_height_020,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,False,"[""G1_TEXT_OVERFLOW"",""G3_ALIGNMENT_OFFSET""]",,,"[{""text"":""redundant repetition of Implementation Roadmap"",""raw_type"":""OTHER""},{""text"":""roadmap visualized as list instead of timeline"",""raw_type"":""OTHER""},{""text"":""missing dates, milestones, or owners"",""raw_type"":""OTHER""}]","This slide has several significant design and layout failures:

**1. Content Overflow (Critical)**
*   **Bottom-left region:** Three bullet points (""Enablement & training,"" ""SLA hardening,"" and ""Quarterly business review"") are spilling outside the blue border of the content box. This is a major layout error.

**2. Redundancy**
*   **Top of slide / Top of box:** The phrase ""Implementation Roadmap"" ","```json
{
  ""defects"": [
    {
      ""type"": ""G1_TEXT_OVERFLOW"",
      ""locator"": ""bottom-left bullet points spilling outside blue border""
    },
    {
      ""type"": ""OTHER"",
      ""locator"": ""redundant repetition of Implementation Roadmap""
    },
    {
      ""type"": ""OTHER"",
      ""locator"": ""roadm",page
g7_card_height_022,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,False,"[""G1_TEXT_OVERFLOW"",""G3_ALIGNMENT_OFFSET"",""S4_DENSITY_RULE_VIOLATION""]",,,"[{""text"":""redundant 'Solution Overview' title and header"",""raw_type"":""OTHER""},{""text"":""unbalanced white space in bottom-right blue box"",""raw_type"":""OTHER""},{""text"":""blue box lacks clear purpose or grouping"",""raw_type"":""OTHER""}]","This slide has several significant design and layout failures:

**1. Content Overflow (Critical)**
*   **Bottom-left region:** The last three bullet points (""Cost attribution,"" ""Multi-tenant isolation,"" and ""Zero-downtime upgrades"") are spilling outside the blue boundary box. This is a major layout error.

**2. Redundancy**
*   **Top-left region:** The phrase ""Solution Overview"" is repeated twice—","```json
{
  ""defects"": [
    {
      ""type"": ""G1_TEXT_OVERFLOW"",
      ""locator"": ""bottom-left bullet points spilling outside blue box""
    },
    {
      ""type"": ""OTHER"",
      ""locator"": ""redundant 'Solution Overview' title and header""
    },
    {
      ""type"": ""G3_ALIGNMENT_OFFSET"",
      ""locat",page
g7_card_height_021,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,False,"[""G1_TEXT_OVERFLOW"",""G3_ALIGNMENT_OFFSET""]",,,"[{""text"":""redundant 'Success Metrics' title and header"",""raw_type"":""OTHER""},{""text"":""non-functional blue outline container"",""raw_type"":""OTHER""},{""text"":""lack of visual emphasis on key numbers"",""raw_type"":""OTHER""}]","This slide has several significant design and layout failures:

**1. Content Overflow (The most critical error):**
*   **Bottom-left region:** Three bullet points (""Inference cost,"" ""Ticket deflection,"" and ""Logo retention"") are spilling outside the blue boundary box. This makes the slide look broken and unfinished.

**2. Redundancy:**
*   **Top-left region:** The phrase ""Success Metrics"" is repea","```json
{
  ""defects"": [
    {
      ""type"": ""G1_TEXT_OVERFLOW"",
      ""locator"": ""bottom-left bullet points spilling outside blue box""
    },
    {
      ""type"": ""OTHER"",
      ""locator"": ""redundant 'Success Metrics' title and header""
    },
    {
      ""type"": ""G3_ALIGNMENT_OFFSET"",
      ""locator",page
g7_card_height_025,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,True,"[""G3_ALIGNMENT_OFFSET"",""G7_RENDER_CONTAINMENT_OVERFLOW""]","{""element"":""risk list items spilling outside orange box"",""quote"":""""}",,"[{""text"":""repeated text 'Risk Register'"",""raw_type"":""OTHER""},{""text"":""non-functional orange box creating visual disconnect"",""raw_type"":""OTHER""}]","- **Layout/Containment:** The list of risks is broken across two different areas. Five items are inside the orange border box, while three items (""Latency regressions,"" ""Cost overrun,"" and ""Change-management gaps"") are spilling outside the bottom of the box.
- **Redundancy:** The text ""Risk Register"" is repeated three times on a single slide: once as the main slide title, once as a header inside t","```json
{
  ""defects"": [
    {
      ""type"": ""G7_RENDER_CONTAINMENT_OVERFLOW"",
      ""locator"": ""risk list items spilling outside orange box""
    },
    {
      ""type"": ""OTHER"",
      ""locator"": ""repeated text 'Risk Register'""
    },
    {
      ""type"": ""G3_ALIGNMENT_OFFSET"",
      ""locator"": ""incon",page
g7_card_height_026,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,True,"[""G3_ALIGNMENT_OFFSET"",""G7_RENDER_CONTAINMENT_OVERFLOW""]","{""element"":""bottom three bullet points"",""quote"":""""}",,"[{""text"":""repeated Success Metrics phrase"",""raw_type"":""OTHER""},{""text"":""fragmented look of green box"",""raw_type"":""OTHER""}]","- **Layout/Containment:** The bottom three bullet points (""Inference cost"", ""Ticket deflection"", and ""Logo retention"") are spilling outside the green border of the content box.
- **Redundancy:** The phrase ""Success Metrics"" is repeated twice—once as the main slide title and again as a header inside the green box.
- **Alignment/Spacing:** The vertical spacing between the bullet points inside the bo","```json
{
  ""defects"": [
    {
      ""type"": ""G7_RENDER_CONTAINMENT_OVERFLOW"",
      ""locator"": ""bottom three bullet points""
    },
    {
      ""type"": ""OTHER"",
      ""locator"": ""repeated Success Metrics phrase""
    },
    {
      ""type"": ""G3_ALIGNMENT_OFFSET"",
      ""locator"": ""vertical spacing bet",page
g7_card_height_023,G7_RENDER_CONTAINMENT_OVERFLOW,A,False,False,True,False,"[""G1_TEXT_OVERFLOW"",""G3_ALIGNMENT_OFFSET""]",,,"[{""text"":""redundant repetition of Implementation Roadmap"",""raw_type"":""OTHER""},{""text"":""roadmap visualized as list instead of timeline"",""raw_type"":""OTHER""},{""text"":""missing dates, milestones, or owners"",""raw_type"":""OTHER""}]","This slide has several significant design and layout failures:

**1. Content Overflow (Critical)**
*   **Bottom-left region:** Three bullet points (""Enablement & training,"" ""SLA hardening,"" and ""Quarterly business review"") are spilling outside the blue border of the content box. This is a major layout error.

**2. Redundancy**
*   **Top of slide / Top of box:** The phrase ""Implementation Roadmap"" ","```json
{
  ""defects"": [
    {
      ""type"": ""G1_TEXT_OVERFLOW"",
      ""locator"": ""bottom-left bullet points spilling outside blue border""
    },
    {
      ""type"": ""OTHER"",
      ""locator"": ""redundant repetition of Implementation Roadmap""
    },
    {
      ""type"": ""OTHER"",
      ""locator"": ""roadm",page
